Key,Spanish
letter.emperor,"Lamentamos que tu orgullo te haya conducido a la blasfemia que supone destruir el orden divino del mundo, establecido por la mismísima Madre Sophia. Por desgracia, las reprimendas no sirven de nada en este caso. El padre estricto y sus compañeros inquisidores se preparan para partir. ¡Que Sophia te perdone!"
letter.start.matriarch,¡Estimado retoño!
letter.tax_increase,"Nuestros corazones como Familia Feliz se llenan de alegría al ver tus éxitos políticos. Apenas fue ayer cuando tu dinastía escarbaba el colinabo, y ahora eres jefe de estado, ¡y dictas tu voluntad a tus vecinos! Es por esto que creemos que nuestra iniciativa de aumentar ligeramente el impuesto sobre tus guerreros no supondrá una carga insoportable para ti."
letter.army_tax_increase_footer,"Debido a tu entrada en la gran arena política y a tu mayor influencia, la Familia Feliz cree que deberías contribuir más a la seguridad de los caminos.

La Iglesia va a aumentar el impuesto sobre los guerreros, que en lo sucesivo será de {new_tax} por unidad de habilidad de Combate por cada guerrero (anteriormente era de {old_tax})."
faction.player_village,Campesinos
faction.faceless,Horda Impía
faction.forest_bandits,Bandidos del bosque
faction.mercenaries,Mercenarios
faction.wolves,Lobos devoradores
faction.inquisition,Inquisición
faction.traders,Caravana Sagrada
faction.traders_slaves,Esclavos de la Caravana Sagrada
faction.free_lords,Señores libres
faction.holy_synod,Familia Feliz
faction.rebellious_zealots,Fanáticos levantiscos
faction.rebellious_slaves,Esclavos levantiscos
faction.rebellious_soldiers,Guerreros levantiscos
faction.rebellious_heir,Separatistas
faction.mountain_bandits,Saqueadores
faction.hired_bandits,Bandidos a sueldo
faction.abandoned,Asentamiento abandonado
faction.low_loyalty,Renegados
faction.name.0,Refugio Argénteo
faction.name.1,Valle Polvoriento
faction.name.2,Pico Ventoso
faction.name.3,Arroyo Estelar
faction.name.4,Lago Lunar
faction.name.5,Villa Chispa
faction.name.6,Luz Cristalina
faction.name.7,Valle Estelar
faction.name.8,Encantamiento
faction.name.9,Bosque Frondoso
faction.name.10,Reino Lunar
faction.name.11,Niebla Extensa
faction.name.12,Valle Brillante
faction.name.13,Refugio Nublado
faction.name.14,Comarca Áurea
faction.name.15,Chispacaída
faction.name.16,Fuerte del Lago
faction.name.17,Cuerno de Dragón
faction.name.18,Aguja Verde
faction.name.19,Crepusculia
faction.name.20,Cristalia
faction.name.21,Milagrosa
faction.name.22,Fuerte Gélido
faction.name.23,Bosque de las Bestias
faction.name.24,Mercado de las Olas
faction.name.25,Frondosia
faction.name.26,Claro de las Hadas
faction.name.27,Garganta Helada
faction.name.28,Bosque Oscuro
faction.name.29,Charca Espejo
faction.name.30,Fortaleza del Ocaso
faction.name.31,Oniria
faction.name.32,Colina Esmeralda
faction.name.33,Refugio Áureo
faction.name.34,Río Argénteo
faction.name.35,Ciudad Perdida
faction.name.36,Pico Tormentoso
faction.name.37,Roca Polvorienta
faction.name.38,Valle Vivaz
faction.name.39,Alba Ámbar
faction.name.40,Cueva Cristalina
faction.name.41,Laberinto Esmeralda
faction.name.42,Arboleda Estrellada
faction.name.43,Corona Flamígera
faction.name.44,Refugio Áureo
faction.name.45,Luna Clara
faction.name.46,Viento Llameante
faction.name.47,Hogar Estelar
faction.name.48,Villacuervo
faction.name.49,Rampa Sombría
faction.name.50,Valle Chispa
faction.name.51,Bosque Frondoso
faction.name.52,Valle Resplandeciente
faction.name.53,Fortaleza Inferior
faction.name.54,Filo Encantado
faction.name.55,Luz Cristalina
faction.name.56,Tramo Olvidado
faction.name.57,Llama Caída
faction.name.58,Cresta Onírica
faction.name.59,Pico Congelado
faction.name.60,Niebla Extensa
faction.name.61,Refugio de la Bestia
faction.name.62,Aguja Oculta
faction.name.63,Sobrecañón
faction.name.64,Pradera Ventosa
faction.name.65,Cueva Oscura
faction.name.66,Cascada Gélida
faction.name.67,Ciudad Mística
faction.name.68,Costa Silente
faction.name.69,Matorral Denso
faction.name.70,Alba Llameante
faction.name.71,Oasis Vivaz
faction.name.72,Callejón Soleado
faction.name.73,Arroyo Nublado
faction.name.74,Centinela Perdido
faction.name.75,Punta Dorada
faction.deserted_soldiers,Desertores
faction.player_untitled,Señores menores
0map.appoint.sub_category.others,Otro
9map.appoint.sub_category.expansion,Ampliación
8map.appoint.sub_category.others,Otro
product_change_price.neighbore_town_attacked,"Debido al ataque en {faction_uuid_town}, el precio es un <red>{price_factor} %</red> más alto."
no_defence_allies,Sin aliados
map.category.lords,Señores
map.hostage_player,Rescate por un rehén
map.lord_low_loyalty,El señor está listo para partir
map.lord_rebellion.nobody_support,Nada
map.lord_rebellion_heir,Rebelión del heredero
map.lord_rebellion_king,Protección contra rebeliones
map.hire_bandits,Contratar bandidos
map.solders_gift,Ofrecer ayuda
map.appoint.events,Eventos
map.category.criminals,Actos perversos
map.category.politics,Políticas
map.category.attack,Ataque
map.category.marriage,Matrimonio
map.category.trade,Comercio
map.abandoned_town,Ciudad abandonada
map.marriage_female,Novia para casar
map.marriage_male,Novio para casar
map.loan,Prestar dinero
map.king_tribute,Peligro de saqueo
map.king_tribute_light,Exigencia educada de tributo
map.demand_tribute,Exigencia educada de tributo
map.assault_fair,Saquear la ciudad
map.assault_unfair,Saquear la ciudad
map.city_burn_ai,Peligro de destrucción
map.demand_peace,Propuesta de un tratado de paz
map.declared_peace_broken,Tratado de paz disuelto
map.trade_agreement_broken,Acuerdo comercial finalizado
map.declared_peace,Acuerdo de paz
map.demand_defence_alliance_to_player,Propuesta de alianza
map.declared_defence_alliance,Alianza de ciudades libres
map.demand_defence_ally_army,Solicitud de ayuda
map.demand_vassal_waiting,Esperando respuesta
map.demand_vassal_attack_waiting,Esperando ataque
map.demand_vassal_light_player,Exigir vasallaje
map.demand_vassal_player,Exigir vasallaje
map.help_against_faceless,Ayuda contra la Horda Impía
map.demand_kill_own_bandits_camp,Exigir la eliminación de bandidos
map.conquest,Restaurar el vasallaje
map.king_attack,Exigencia de un asedio
map.demand_attack,Exigencia de un asedio
map.slaves_offer,Venta de prisioneros
map.trade_offer,Oferta comercial
map.trade_request,Solicitud comercial
map.village,Pueblo
map.village_neighbore,Pueblo de un monarca vecino
map.village.short,"Un pequeño asentamiento sin acceso al comercio, al hierro ni a herramientas avanzadas."
map.burned_village,Pueblo arrasado
map.burned_village.short,"Un pueblo saqueado y arrasado. Transcurrido un tiempo, los residentes que se ocultaron en los bosques circundantes volverán y lo reconstruirán, pero, de momento, no hay nadie."
map.protect,Peligro de ataque
map.protect.short,Un grupo de bandidos está reuniéndose cerca del pueblo.
map.tribute,Tributo
map.tribute.short,- El pueblo ha reunido su cosecha y está listo para pagarte el tributo.
map.mill,Mejora del molino
map.mill.short,El anciano del pueblo tiene intención de mejorar el molino.
map.hungry,Hambruna
map.hungry.short,El pueblo ha tenido una mala cosecha. Se necesita comida.
map.sick,Peste
map.sick.short,Un brote de enfermedad. Se necesitan medicinas con urgencia.
map.meat,Nueva pocilga
map.meat.short,Los residentes solicitan ayuda para construir una pocilga.
map.bandits_camp,Campamento de bandidos del bosque
map.bandits_camp.short,"Habitado por bandidos del bosque. De vez en cuando, atacarán tu asentamiento."
map.bandits_hostage,Rehén - {lord_name}
map.bandits_hostage.short,Tienen a un señor como rehén y exigen un rescate.
map.wolfes,Lobos devoradores cerca
map.wolfes.short,"Una manada de lobos devoradores ha bloqueado los caminos a tu asentamiento. No obstante, no tardarán en irse."
map.slaves,Prisioneros fugitivos
map.slaves.short,Se ha visto a un grupo de prisioneros a la fuga de {city_name} cerca de tu ciudad.
map.fanatics,Grupo de flagelantes
map.fanatics.short,Un pequeño grupo de peregrinos flagelantes pide comida.
map.theif,Ladrón a la fuga
map.theif.short,"Han visto a un ladrón por las inmediaciones, que actuó hace poco en {city_name}."
map.lord_in_run,Señor fugitivo
map.lord_in_run.short,Un señor de {house_name_1} ha escapado de su cautiverio de {house_name_2}. Sus perseguidores se acercan.
map.lord_in_run_2,Señor fugitivo
maplord_in_run_2.short,Unos bandidos persiguen al señor de {house_name_1}. Sus fuerzas se agotan.
map.lord_in_run_3,Señor fugitivo
map.lord_in_run_3.short,El señor de la facción {house_name_1} ha decidido irse de casa y buscar refugio.
map.lovers_in_run,
map.lovers_in_run.short,Dos jóvenes de diferentes casas se han enamorado y se han fugado.
map.caravan,Caravana protegida
map.caravan.short,Una caravana de {house_name_1} con prisioneros y mercancías va de camino a {city_name_2}.
map.dispute,
map.dispute.short,Dos casas se disputan la propiedad del pueblo. Puedes apoyar a una de ellas.
map.bride,Hay una mujer buscando pareja
map.bride.short,"{soul_uuid_bride} ya está en edad casadera, y el monarca está buscando una pareja adecuada para ella."
map.groom,Hay un hombre buscando pareja
map.groom.short,"{soul_uuid_groom} ya está en edad casadera, y el monarca está buscando una pareja adecuada para él."
map.q_hermit,
map.long.q_hermit,
map.q_hermit.short,
map.risk.q_hermit,
map.menu.quest.description,DESCRIPCIÓN
map.menu.quest.details,Detalles
map.menu.quest.consequences,Posibles consecuencias
map.menu.quest.reward,POSIBLE RECOMPENSA
map.menu.quest.reward_or,o
map.menu.status.days_left,Días restantes: {remain_days}
map.menu.modal.result.success,¡Éxito!
map.menu.modal.result.fail,¡Fracaso!
map.menu.modal.ok,Aceptar
map.menu.status.timeless,Indefinido
map.menu.status.go_home,Volviendo a casa
map.menu.quest.ignore,Ignorando
map.menu.quest.waiting,Esperando
map.menu.quest.time_over,El acuerdo ha expirado
map.menu.quest.tragic,Trágico accidente
map.menu.quest.bad_opinion,Malas relaciones
map.menu.quest.hostage_rescue,Rescate de un rehén
map.menu.button.create_army,Crear nueva escuadra
map.menu.button.send_army,Enviar
map.menu.prepare_to_battle.header,Batalla en {place}
map.menu.prepare_to_battle.in_town,a las puertas de {town_name}
map.menu.prepare_to_battle.near_town,cerca de {town_name}
map.menu.prepare_to_battle.battle_begin,La batalla ha comenzado
map.menu.town.guest_lords,Señores invitados
map.menu.town.information,Información
map.menu.town.economic,Economía
map.menu.town.army,Ejército
map.menu.army_composition,Composición del ejército
map.menu.town.local_lords,Señores
map.menu.town.ruling_family,Familia gobernante
map.menu.town.status.hostile,Hostil
map.menu.town.status.friendly,Amistosa
map.menu.town.status.neutral,Neutral
map.menu.town.status.independent,Independiente
map.menu.town.status.vassal,Vasalla
map.menu.town.status.suzerain,Soberana
map.menu.town.relations,Relaciones
map.menu.messenger,Mensajero
map.army,Ejército
map.declared_trade_agreement,Acuerdo comercial
map.forcing_neutrality,Forzar la neutralidad
map.personal_conflict,Conflicto entre vecinos
map.help_against_bandits,Ayuda contra bandidos
map.help_against_mountains_bandits,Ayuda contra saqueadores
map.neutralization_order,Orden de neutralización
map.menu.town.status.ally,En la alianza
map.menu.town.status.alliance_leader,Líder de la alianza
map.stolen_rings_offer,Anillos sagrados robados
map.holy_defence_was_removed,"<red>¡La Familia Feliz ha retirado su protección!</red>

Al realizar una acción agresiva, la Familia Feliz entiende que <hint=hint_holy_protection>ya no necesitas su protección</hint>."
map.holy_defence_will_be_removed,<hint=hint_holy_protection>¡La Familia Feliz retirará su protección!</hint>
map.trade.offer.alias,Ventas de la ciudad: {resource_name}
map.trade.request.alias,Compras de la ciudad: {resource_name}
map.menu.town.king_family,FAMILIA REAL
map.menu.town.guests,INVITADOS
map.menu.town.faction_lords,SEÑORES DE {town}
map.menu.town.vassal_of,Vasallo de
map.menu.town.ally_of,Aliado de
map.player_vassal_rebellion,Vasallo rebelde
product_change_price.rats_invasion,"Debido a la <hint=hint_prophecy_rats_invasion>plaga de ratas</hint>, el precio es un <red>{price_factor} %</red> más alto."
product_change_price.tree_bug,"Debido a los <hint=hint_prophecy_tree_bug>xilófagos</hint>, el precio es un <red>{price_factor} %</red> más alto."
product_change_price.fields_sick,"Debido a la <hint=hint_prophecy_fields_sick_one>infección de las cosechas</hint>, el precio es un <red>{price_factor} %</red> más alto."
map.universal_help.danger_army,<center>El ejército del atacante:</center>
map.appoint.estimated_time,Tiempo estimado para completar la tarea: {estimated_time}
map.appoint.estimated_time_army,El camino tardará {estimated_time}
map.appoint.tasks,Acciones
map.category.improve_relations,Mejorar las relaciones
map.guest.remain_stay_time,"<tight><center><b>El personaje está fuera de la ciudad</b></center>.

</tight>Este personaje es ahora mismo un invitado de la ciudad de {faction_uuid}.

Se prevé que vuelva a casa en {remain_time}."
map.your_province,Tu provincia
map.burn_town_waiting,Preparándose para arrasar la ciudad
map.last_female_in_faction,Tienes la última mujer sin casar
map.defence_alliance_leaving_ai,Conflicto con un aliado
map.defence_alliance_leaving_player,Conflicto con el líder de la alianza
product_change_price.temporary,Aumento temporal de los precios de <red>{price_factor} %</red>
actor.deep_social_alias.abuse_1,{name_initiator} ha humillado a {name_target}
actor.deep_social_alias.abuse_2,{name_initiator} ha insultado a {name_target}
actor.deep_social_alias.abuse_3,{name_initiator} ha reprendido a {name_target}
actor.deep_social_alias.abuse_4,{name_initiator} se ha limpiado las suelas con {name_target}
actor.deep_social_alias.abuse_5,{name_initiator} ha pisoteado a {name_target}
actor.deep_social_alias.abuse_6,{name_initiator} ha destruido emocionalmente a {name_target}
actor.deep_social_alias.abuse_7,{name_initiator} ha silenciado a {name_target}
actor.deep_social_alias.deep_talk_1,{name_initiator} ha alabado a {name_target}
actor.deep_social_alias.deep_talk_2,{name_initiator} ha tenido una conversación sincera con {name_target}
actor.deep_social_alias.deep_talk_3,{name_initiator} ha consolado a {name_target}
actor.deep_social_alias.deep_talk_4,{name_initiator} ha animado a {name_target}
actor.deep_social_alias.deep_talk_5,{name_initiator} le ha dado las gracias a {name_target}
actor.deep_social_alias.deep_talk_6,{name_initiator} le ha hecho un cumplido a {name_target}
actor.deep_social_alias.deep_talk_7,{name_initiator} le ha otorgado reconocimiento a {name_target}
actor.deep_social_alias.evil_joke_1,{name_initiator} se ha burlado de {name_target}
actor.deep_social_alias.evil_joke_2,{name_initiator} ha hecho que {name_target} parezca idiota
actor.deep_social_alias.evil_joke_3,{name_initiator} ha provocado a {name_target}
actor.deep_social_alias.evil_joke_4,{name_initiator} ha ridiculizado a {name_target}
actor.deep_social_alias.evil_joke_5,{name_initiator} ha parodiado a {name_target}
actor.deep_social_alias.evil_joke_6,{name_initiator} ha hecho comentarios sarcásticos de {name_target}
actor.deep_social_alias.flattery_1,{name_initiator} ha adulado a {name_target}
actor.deep_social_alias.flattery_2,{name_initiator} le ha dorado la píldora a {name_target}
actor.deep_social_alias.flattery_3,{name_initiator} se ha congraciado con {name_target}
actor.deep_social_alias.flattery_4,{name_initiator} se ha humillado ante {name_target}
actor.deep_social_alias.flattery_5,{name_initiator} ha admirado de boquilla a {name_target}
actor.deep_social_alias.flattery_6,{name_initiator} ha elogiado a {name_target}
actor.deep_social_alias.flattery_7,{name_initiator} le ha hecho la pelota a {name_target}
actor.deep_social_alias.good_joke_1,{name_initiator} ha intercambiado pullas con {name_target}
actor.deep_social_alias.good_joke_2,{name_initiator} le ha contado un chiste nuevo a {name_target}
actor.deep_social_alias.good_joke_3,{name_initiator} se ha reído de lo lindo con {name_target}
actor.deep_social_alias.good_joke_4,{name_initiator} ha compartido una anécdota con {name_target}
actor.deep_social_alias.good_joke_5,{name_initiator} le ha mostrado una parodia a {name_target}
actor.deep_social_alias.intrigue_1,{name_initiator} le ha contado rumores a {name_target}
actor.deep_social_alias.intrigue_2,{name_initiator} le ha revelado toda la verdad a {name_target}
actor.deep_social_alias.intrigue_3,{name_initiator} ha confirmado los peores miedos de {name_target}
actor.deep_social_alias.intrigue_4,{name_initiator} ha compartido un secreto con {name_target}
actor.deep_social_alias.intrigue_5,{name_initiator} le ha abierto los ojos a {name_target}
actor.deep_social_alias.intrigue_6,{name_initiator} ha revelado la esencia de {name_target}
actor.deep_social_alias.intrigue_7,{name_initiator} le ha dado una indicación sutil a {name_target}
actor.deep_social_alias.slight_1,{name_initiator} ha menospreciado a {name_target}
actor.deep_social_alias.slight_2,{name_initiator} ha ignorado a {name_target}
actor.deep_social_alias.slight_3,{name_initiator} ha puesto a {name_target} en su lugar
actor.deep_social_alias.slight_4,{name_initiator} ha fingido no oír a {name_target}
actor.deep_social_alias.sorry_1,{name_initiator} le ha pedido disculpas a {name_target}
actor.deep_social_alias.bye_1,"{name_initiator} se despide de {name_target} antes de irse.
"
actor.deep_social_alias.bye_2,{name_initiator} le promete a {name_target} que volverá lo antes posible.
actor.deep_social_alias.bye_3,{name_target} le desea a {name_initiator} un buen viaje.
actor.deep_social_alias.flirt_1,{name_initiator} está intentando seducir a {name_target}.
actor.deep_social_alias.flirt_2,{name_initiator} está invitando a {name_target} a salir.
actor.deep_social_alias.flirt_3,{name_initiator} está flirteando peligrosamente con {name_target}.
actor.deep_social_alias.flirt_4,{name_initiator} está prometiendo a {name_target} una noche fogosa.
opinion_mind_interest.hint_title,Interés: {interest}
opinion_mind_interest.zodiak_signs,Olor
opinion_mind_interest.beauty,Aspecto
opinion_mind_interest.age,Encanto de la juventud
opinion_mind_interest.drank,Influencia del alcohol
opinion_mind_interest.love,Enamoramiento
opinion_mind_interest.religious_fan,Diferencias religiosas
opinion_mind_interest.scars,Cicatrices
opinion_mind_interest.ugly,Desfiguración
opinion_mind_interest.romantic,Necesidad de sexo
opinion_mind_interest.opinion,Relaciones
opinion_mind_interest.manners,Diferencias en modales
opinion_mind_interest.guest,Invitado
opinion_mind_interest.has_paramour,Sentimientos hacia su pareja
opinion_mind_rumor_prefix,Rumor: {rumor}
opinion_mind.abuse,Me ha insultado
opinion_mind.abuse_paramour,Pareja insultada
opinion_mind.adultery,No ha advertido mi infidelidad
opinion_mind.blinded_relative,Ser querido ciego
opinion_mind.bribe_me,Me ha sobornado
opinion_mind.chitchat,Cháchara
opinion_mind.close_relative,Familiar cercano
opinion_mind.convicted_of_adultery,Traición de la pareja
opinion_mind.coward,Cobardía
opinion_mind.criminal,Se ha involucrado en crímenes
opinion_mind.deep_talk,Ha tenido una conversación profunda
opinion_mind.drunk_fight,Pelea de borrachos
opinion_mind.beat_me,Me ha pegado
opinion_mind.envy_happy,¡Demasiado feliz!
opinion_mind.envy_runes,Envidia de anillos
opinion_mind.envy_for_babys,Envidia de progenie
opinion_mind.envy_for_victory,Envidia de victorias
opinion_mind.evil_joke,¡Se ha burlado de mí!
opinion_mind.ex_paramour,Antigua pareja
opinion_mind.executed_relative,Han ejecutado a un ser querido
opinion_mind.punished_me,¡Me ha castigado!
opinion_mind.flattery,Me ha adulado
opinion_mind.flirt,Cita cercana
opinion_mind.game_of_dice_loose,¡Me ha ganado a los dados!
opinion_mind.gift,Me ha dado un regalo
opinion_mind.good_commander,Comandante con éxito
opinion_mind.good_joke,¡Nos hemos reído mucho juntos!
opinion_mind.king_gift,Me ha dado un regalo regio
opinion_mind.heir_envy,Deseo por el trono
opinion_mind.hunt_together,Cacería conjunta
opinion_mind.intrigue,Rumores sucios
opinion_mind.sorry,Ha pedido perdón
opinion_mind.jealousy,¡Rival!
opinion_mind.love,¡Pierdo la cabeza por él!
opinion_mind.negative_rumor_1,Come de noche
opinion_mind.negative_rumor_10,Planeando irse para siempre
opinion_mind.negative_rumor_11,Sufriendo una enfermedad venérea
opinion_mind.negative_rumor_12,Moja la cama
opinion_mind.negative_rumor_13,Acumula basura
opinion_mind.negative_rumor_14,Ateísmo en secreto
opinion_mind.negative_rumor_15,Duerme en un colchón junto a la puerta
opinion_mind.negative_rumor_16,Piromanía secreta
opinion_mind.negative_rumor_17,Casi no se baña
opinion_mind.negative_rumor_18,Siempre se termina las sobras
opinion_mind.negative_rumor_19,Camina sin ropa de noche
opinion_mind.negative_rumor_2,Se hurga la nariz
opinion_mind.negative_rumor_20,Sufre la posesión de un espíritu maligno
opinion_mind.negative_rumor_21,Adora un tocón
opinion_mind.negative_rumor_22,Incapaz de tener sexo
opinion_mind.negative_rumor_23,Se rasca las axilas
opinion_mind.negative_rumor_24,Come insectos
opinion_mind.negative_rumor_25,Grita de noche
opinion_mind.negative_rumor_3,Espía al servicio
opinion_mind.negative_rumor_4,Tiene gases
opinion_mind.negative_rumor_6,Bebe demasiado
opinion_mind.negative_rumor_7,Habla mal de la gente a sus espaldas
opinion_mind.negative_rumor_8,Roba cubiertos
opinion_mind.negative_rumor_9,Está perdiendo pelo
opinion_mind.night_murder,Asesina con saña
opinion_mind.other_relatives,Otros familiares
opinion_mind.paramour,Alma gemela
opinion_mind.paranoid_hate,Odio paranoico
opinion_mind.personality_arrogant,Se burla de la pobreza
opinion_mind.personality_contradictory_hate,Odio sin explicación
opinion_mind.personality_contradictory_love,Amor sin explicación
opinion_mind.personality_mismatch,Personalidad desagradable
opinion_mind.personality_mismatch_heavy,Personalidad muy desagradable
opinion_mind.positive_rumor_1,Escribe poesía en secreto
opinion_mind.positive_rumor_10,Disfruta del romanticismo en secreto
opinion_mind.positive_rumor_11,Se arrepiente de su pasado
opinion_mind.positive_rumor_12,Ve a los muertos
opinion_mind.positive_rumor_13,Tiene una enfermedad terminal
opinion_mind.positive_rumor_15,Adora a los niños
opinion_mind.positive_rumor_16,Tiene una rata como mascota
opinion_mind.positive_rumor_17,Tiene dotes de hipnotismo
opinion_mind.positive_rumor_18,Se ha enamorado en secreto
opinion_mind.positive_rumor_2,Muestra ternura en la cama
opinion_mind.positive_rumor_3,Oculta su depresión
opinion_mind.positive_rumor_4,Le persigue la culpa
opinion_mind.positive_rumor_5,Planta flores
opinion_mind.positive_rumor_6,Sueña con aprender a volar
opinion_mind.positive_rumor_7,Colecciona hebillas
opinion_mind.positive_rumor_8,Ayuda en secreto a los enfermos
opinion_mind.positive_rumor_9,Puede hacerlo cinco veces en una noche
opinion_mind.pretender_envy,Envidia al heredero
opinion_mind.refuse_flirt,Ha rechazado una cita
opinion_mind.refuse_flirt_full,¡Me ha rechazado! ¡¿Cómo se atreve?!
opinion_mind.reward_me,Me ha recompensado
opinion_mind.sex,¡Hemos pasado la noche juntos!
opinion_mind.shame_relative,Ha deshonrado a un ser querido
opinion_mind.slight,Me ha menospreciado
opinion_mind.spouse,Cónyuge
opinion_mind.suspicion_of_adultery,Sospecha de adulterio
opinion_mind.try_to_kill_me,¡Ha intentado matarme!
opinion_mind.manners_good,Buenos modales
opinion_mind.manners_too_high,Modales demasiado buenos
opinion_mind.manners_too_low,Campesino ordinario
opinion_mind.pregnancy_father,Padre de mi retoño
opinion_mind.pregnancy_mother,Madre de mi retoño
opinion_mind.dummy_bastard,Bastardo de origen campesino
opinion_mind.lord_bastard,Bastardo de un señor
opinion_mind.child,Mi retoño
opinion_mind.parent,Mi progenitor
opinion_mind.rescued_from_captivity,¡Me ha rescatado del cautiverio!
opinion_mind.speeping_with_my_partner,¡Está durmiendo con mi pareja!
opinion_mind.uncle,Tío/Tía
opinion_mind.nephew,Sobrino/Sobrina
opinion_mind.brother,Hermano/Hermana
opinion_mind.related_marriage,Familiar por matrimonio
opinion_mind.returned_debt,Ha devuelto una deuda
opinion_mind.not_returned_debt,Ha traicionado mi confianza
opinion_mind.not_returned_debt_neighbor,No ha pagado una deuda a un vecino
opinion_mind.player_paid_tribute,Me ha pagado tributo
opinion_mind.player_refuse_to_pay,Se ha negado a pagar
opinion_mind.king_demand_pay,Me ha obligado a pagar tributo
opinion_mind.attacked_me,Me ha atacado
opinion_mind.attack_neighbors,Ataca a los vecinos
opinion_mind.attack_traity,Agresión contra mí
opinion_mind.attack_traity_neighbors,Agresión contra un vecino
opinion_mind.attack_coward,No se ha presentado a un duelo
opinion_mind.vassal,En vasallaje conmigo
opinion_mind.senior,Mi superior
opinion_mind.vassal_duty_did,Ha cumplido el deber del vasallaje
opinion_mind.betrayal,Me ha traicionado
opinion_mind.betray_vassal_oath,Ha roto el juramento de vasallaje
opinion_mind.king_bastard,¡Los bastardos no deben llevar una corona!
opinion_mind.king_woman,¡Las mujeres no deben llevar una corona!
opinion_mind.greetings_me,Me ha saludado
opinion_mind.loot_my_village,Ha saqueado mi pueblo
opinion_mind.friend_of_bandits,Hace tratos con bandidos del bosque
opinion_mind.enemy_of_bandits,Derrota a los bandidos del bosque
opinion_mind.killed_wolves,Ha matado a una manada de lobos
opinion_mind.kicked_out,Me ha exiliado
opinion_mind.take_title,Me ha arrebatado el título
opinion_mind.kicked_out_my_lord,Ha exiliado a mi señor
opinion_mind.discharge,Alivio de relaciones
opinion_mind.free_lord_terror,Atentado contra la vida de un señor libre
opinion_mind.my_teacher,Mi maestro
opinion_mind.dictator_habits,Tendencias dictatoriales
opinion_mind.threatened_me,Me ha amenazado
opinion_mind.crime_criminal_not_punished,Un criminal no recibe ningún castigo
opinion_mind.friend_of_my_child,Amigo del infante
opinion_mind.best_friend_of_my_child,Mejor amigo del infante
opinion_mind.enemy_of_my_child,Enemigo del infante
opinion_mind.worst_enemy_of_my_child,Enemigo mortal del infante
opinion_mind.friend_of_my_spouce,Amigo del cónyuge
opinion_mind.best_friend_of_my_spouce,Mejor amigo del cónyuge
opinion_mind.enemy_of_my_spouce,Enemigo del cónyuge
opinion_mind.worst_enemy_of_my_spouce,Enemigo mortal del cónyuge
opinion_mind.sex_with_other,Mi amor se ha acostado con otro
opinion_mind.caring_parent,Progenitor cariñoso
opinion_mind.good_child,Descendencia obediente
opinion_mind.start_friend,Antiguo aliado
opinion_mind.start_sympathy,Simpatía
opinion_mind.start_dislike,Antipatía
opinion_mind.start_enemy,Enemigo jurado
opinion_mind.too_smart,Demasiado inteligente
opinion_mind.sinner,En pecado (fanatismo)
opinion_mind.was_punished,Ha recibido un castigo
opinion_mind.trade_with_enemy,Ha comerciado con mi enemigo
opinion_mind.dont_kill_bandits,No ha podido eliminar a los bandidos
opinion_mind.kill_not_own_bandits,Se inmiscuye en los asuntos de otros
opinion_mind.killed_my_friend,Ha matado a mi amigo
opinion_mind.killed_my_enemy,Ha matado a mi enemigo
opinion_mind.first_night_together,Primera noche juntos
opinion_mind.loot_vassal_village,Ha saqueado el pueblo de un vasallo
opinion_mind.trade_with_me,Trato fructífero
opinion_mind.victorious_generosity,Generosidad del vencedor
opinion_mind.knocked_up_my_daughter,Ha dejado a mi hija embarazada
opinion_mind.rebelled_against_kin,Se ha alzado contra su propio monarca
opinion_mind.traitors_slander,Calumnia de traidores
opinion_mind.not_control_own_bandits,No controla a sus bandidos
opinion_mind.unholly_hospitality,Ha violado la sagrada hospitalidad
opinion_mind.demand_vassalage_to_me,Ha intentado someterme
opinion_mind.mind_kidnaper,Practica secuestros
opinion_mind.mind_kidnaper_neighbore,Ha secuestrado al señor de un vecino
opinion_mind.mind_assassinate,Ha enviado asesinos
opinion_mind.mind_assassinate_neighbore,Ha enviado asesinos a un vecino
opinion_mind.dead_captive,El rehén ha muerto
opinion_mind.captive_hold,Tiene un rehén
opinion_mind.release_captive,Ha liberado a un rehén
opinion_mind.captive_terror,Tortura a un rehén
opinion_mind.lord_rebellion_support_heir_to_heir,Ha apoyado una rebelión
opinion_mind.lord_rebellion_support_king_to_heir,No ha apoyado una rebelión
opinion_mind.lord_rebellion_support_heir_to_king,No ha apoyado a la autoridad legítima
opinion_mind.lord_rebellion_support_king_to_king,Ha apoyado a la autoridad legítima
opinion_mind.poaching_my_lords,Roba a mis señores
opinion_mind.betrayed_home,Ha traicionado a su propia casa
opinion_mind.book_stealer,Ha robado libros
opinion_mind.gold_stealer,Ha cometido un atraco
opinion_mind.refuse_light_vassals,Ha rechazado un vasallaje
opinion_mind.showed_weakness,Ha mostrado debilidad
opinion_mind.guest_death_for_owners,Muerte sospechosa de un miembro de la familia
opinion_mind.guest_death_for_opponents,Muerte sospechosa de un invitado
opinion_mind.faceless,Horda Impía
opinion_mind.not_faceless,No de la Horda Impía
opinion_mind.hate_males,Odio a los hombres
opinion_mind.hate_females,Odio a las mujeres
opinion_mind.blissful,Dicha
opinion_mind.saint,Santidad
opinion_mind.drug_addict,Adicción
opinion_mind.coward,Cobardía
opinion_mind.help_against_facelesse,Ha ayudado contra la Horda Impía
