Key,Japanese
faction.name.21,ワンダーロア
faction.name.22,フロストキープ
faction.name.23,ビーストウッド
faction.name.24,ウェーブマーケット
faction.name.25,オーバーグロウ
faction.name.26,フェアリーテイル・グレン
faction.name.27,アイシィ・ジョージ
faction.name.28,ダークウッド
faction.name.29,ミラーポンド
faction.name.30,トワイライト・フォレスト
faction.name.31,ドリームフォール
faction.name.32,エメラルド・ヒル
faction.name.33,ゴールドヘイブン
faction.name.34,シルバーリバー
faction.name.35,ロストシティ
faction.name.36,サンダーピーク
faction.name.37,ダストロック
faction.name.38,リヴィングバレー
faction.name.39,アンバードーン
faction.name.40,クリスタルケイブ
faction.name.41,エメラルドメイズ
faction.name.42,スターリーグローブ
faction.name.43,ブレイズクラウン
faction.name.44,ゴールドヘイブン
faction.name.45,クリアムーン
faction.name.46,ウィンドブレイズ
faction.name.47,スターホーム
faction.name.48,レイヴェンタウン
faction.name.49,シャドウグライド
faction.name.50,スパークヴァイル
faction.name.51,ツリーウッド
faction.name.52,グリームヴァイル
faction.name.53,アンダーキープ
faction.name.54,エンチャンテイジ
faction.name.55,クリスタルライト
faction.name.56,フォーゴットンリーチ
faction.name.57,ブレイズフォール
faction.name.58,ドリームクレスト
faction.name.59,フロストピーク
faction.name.60,グレートミスト
faction.name.61,ビーストヘイブン
faction.name.62,ヒドゥンスパイク
faction.name.63,オーバーキャニオン
faction.name.64,ウィンディメドウ
faction.name.65,ダークケイブ
faction.name.66,アイシィカスケード
faction.name.67,ミスティックシティ
faction.name.68,サイレントショア
faction.name.69,デンススィケト
faction.name.70,ブレイジングドーン
faction.name.71,リヴィングオアシス
faction.name.72,サンリットアレー
faction.name.73,ミスティブルック
faction.name.74,ロストセンチネル
faction.name.75,ゴールデンスパイク
faction.deserted_soldiers,脱走兵
faction.player_untitled,下級領主
0map.appoint.sub_category.others,その他
9map.appoint.sub_category.expansion,拡張
8map.appoint.sub_category.others,その他
product_change_price.neighbore_town_attacked,{faction_uuid_town}の襲撃により、価格が <red>{price_factor}%</red>高くなります。
no_defence_allies,同盟なし
map.category.lords,領主
map.hostage_player,人質に対する身代金
map.lord_low_loyalty,領主が立ち去ろうとしています
map.lord_rebellion.nobody_support,なし
map.lord_rebellion_heir,相続人の反乱
map.lord_rebellion_king,反乱からの保護
map.hire_bandits,盗賊を雇う
map.solders_gift,支援を提供する
map.appoint.events,イベント
map.category.criminals,闇の所業
map.category.politics,政治
map.category.attack,攻撃
map.category.marriage,結婚
map.category.trade,貿易
map.abandoned_town,廃墟の町
map.marriage_female,結婚を控えた花嫁
map.marriage_male,結婚を控えた花婿
map.loan,貸金業
map.king_tribute,略奪の脅威
map.king_tribute_light,丁寧な貢物の要求
map.demand_tribute,丁寧な貢物の要求
map.assault_fair,街を略奪
map.assault_unfair,街を略奪
map.city_burn_ai,破壊の脅威
map.demand_peace,平和条約の提案
map.declared_peace_broken,平和条約の解消
map.trade_agreement_broken,貿易協定の終了
map.declared_peace,平和協定
map.demand_defence_alliance_to_player,同盟の提案
map.declared_defence_alliance,自由都市同盟
map.demand_defence_ally_army,支援の要請
map.demand_vassal_waiting,返事を待っています
map.demand_vassal_attack_waiting,攻撃の開始を待っています
map.demand_vassal_light_player,従属を要求
map.demand_vassal_player,従属を要求
map.help_against_faceless,罪深き軍団に対抗するための支援
map.demand_kill_own_bandits_camp,盗賊の撲滅を要求
map.conquest,従属を回復
map.king_attack,包囲攻撃の要求
map.demand_attack,包囲攻撃の要求
map.slaves_offer,囚人の売買
map.trade_offer,貿易の申し出
map.trade_request,貿易の要請
map.village,村
map.village_neighbore,近隣都市の王の村
map.village.short,貿易も鉄も高度な道具も手に入らない小さな集落。
map.burned_village,焼け落ちた村
map.burned_village.short,略奪され、焼かれた村。しばらくすれば、周囲の森に隠れていた住民たちが戻ってきて村を再建するのでしょうが、今のところ、ここには誰もいません。
map.protect,襲撃の脅威
map.protect.short,村の近くに盗賊の一団が集まっています。
map.tribute,貢物
map.tribute.short,- 村は収穫を終え、あなたに貢物を納める準備ができています。
map.mill,製粉所の改善
map.mill.short,村の長老は村の製粉所の改良を計画しています。
map.hungry,飢饉
map.hungry.short,村は不作に悩まされています。食料が必要だ。
map.sick,疫病
map.sick.short,疫病の発生。医薬品が緊急に必要とされています。
map.meat,新しい豚舎
map.meat.short,住民たちは豚小屋を建てるための支援を求めています。
map.bandits_camp,森の盗賊の野営地
map.bandits_camp.short,森の盗賊が暮らしています。時折、あなたの集落を襲撃することがあります。
map.bandits_hostage,人質 - {lord_name}
map.bandits_hostage.short,領主が人質に取られて、身代金を要求されています。
map.wolfes,人喰いオオカミとの遭遇
map.wolfes.short,人喰いオオカミの群れがあなたの集落へと続く道に立ちふさがっています。だが、ほどなく立ち去るかもしれません。
map.slaves,逃亡中の囚人
map.slaves.short,{city_name}から逃げてきた囚人の集団があなたの街の近くで目撃されました。
map.fanatics,鞭打ち苦行者の集団
map.fanatics.short,鞭打ち苦行巡礼者の小さな集団が食べ物を求めています。
map.theif,逃亡中の泥棒
map.theif.short,最近{city_name}の街で盗みを働いていた泥棒が近くで目撃されています。
map.lord_in_run,逃亡中の領主
map.lord_in_run.short,{house_name_2}で囚われの身となっていた{house_name_1}の領主が逃げ出しました。追っ手が迫っています。
map.lord_in_run_2,逃亡中の領主
maplord_in_run_2.short,{house_name_1}の領主は盗賊に追われています。領主の戦力は残り少なくなっています。
map.lord_in_run_3,逃亡中の領主
map.lord_in_run_3.short,{house_name_1}派閥の領主は自国を離れ、避難することにしました。
map.lovers_in_run,
map.lovers_in_run.short,家柄の異なる二人の男性が恋に落ち、駆け落ちしました。
map.caravan,警護付きのキャラバン
map.caravan.short,囚人と商品を運ぶ{house_name_1}のキャラバンは{city_name_2}に向かっています。
map.dispute,
map.dispute.short,2つの貴族が村の所有権をめぐって争っています。どちらかの家の側につくことができます。
map.bride,花嫁は結婚相手を探しています。
map.bride.short,{soul_uuid_bride}は結婚適齢期を迎え、王は彼女にふさわしい相手を探しています。
map.groom,花婿は結婚相手を探しています。
map.groom.short,{soul_uuid_groom}は結婚適齢期を迎え、王は彼にふさわしい相手を探しています。
map.q_hermit,
map.long.q_hermit,
map.q_hermit.short,
map.risk.q_hermit,
map.menu.quest.description,説明
map.menu.quest.details,詳細
map.menu.quest.consequences,起こり得る結果
map.menu.quest.reward,獲得し得る報酬
map.menu.quest.reward_or,または
map.menu.status.days_left,残り{remain_days}日
map.menu.modal.result.success,成功！
map.menu.modal.result.fail,失敗！
map.menu.modal.ok,OK
map.menu.status.timeless,不定
map.menu.status.go_home,帰還
map.menu.quest.ignore,無視
map.menu.quest.waiting,待機
map.menu.quest.time_over,契約は終了しました
map.menu.quest.tragic,悲劇的な事故
map.menu.quest.bad_opinion,悪い関係
map.menu.quest.hostage_rescue,人質の救出
map.menu.button.create_army,新しい部隊の作成
map.menu.button.send_army,派遣
map.menu.prepare_to_battle.header,{place}での戦い
map.menu.prepare_to_battle.in_town,{town_name}の入り口にて
map.menu.prepare_to_battle.near_town,{town_name}付近
map.menu.prepare_to_battle.battle_begin,戦いが始まった
map.menu.town.guest_lords,ゲストとして招かれた領主
map.menu.town.information,情報
map.menu.town.economic,経済
map.menu.town.army,軍隊
map.menu.army_composition,軍隊の構成
map.menu.town.local_lords,領主
map.menu.town.ruling_family,統治者一族
map.menu.town.status.hostile,敵対的
map.menu.town.status.friendly,友好的
map.menu.town.status.neutral,中立
map.menu.town.status.independent,独立
map.menu.town.status.vassal,従属
map.menu.town.status.suzerain,宗主
map.menu.town.relations,関係性
map.menu.messenger,使者
map.army,軍隊
map.declared_trade_agreement,貿易協定
map.forcing_neutrality,中立の強要
map.personal_conflict,近隣諸国間の衝突
map.help_against_bandits,盗賊対策の協力
map.help_against_mountains_bandits,略奪者対策の協力
map.neutralization_order,中立化命令
map.menu.town.status.ally,同盟の中で
map.menu.town.status.alliance_leader,同盟主
map.stolen_rings_offer,盗まれた神聖なリング
map.holy_defence_was_removed,"<red>ラヴィング一族の加護が解除されました！</red>
 
 過激な行動に出るということは、<hint=hint_holy_protection>愛に満ちた家族の加護</hint>が必要なくなったということを意味します。"
map.holy_defence_will_be_removed,<hint=hint_holy_protection>ラヴィング一族の加護</hint>が解除されました！
map.trade.offer.alias,街が販売：{resource_name}
map.trade.request.alias,街が購入：{resource_name}
map.menu.town.king_family,王族
map.menu.town.guests,ゲスト
map.menu.town.faction_lords,{town}の領主
map.menu.town.vassal_of,宗主国：
map.menu.town.ally_of,盟友：
map.player_vassal_rebellion,反逆の従属国
product_change_price.rats_invasion,<hint=hint_prophecy_rats_invasion>ネズミの侵入</hint>により、価格が<red>{price_factor}%</red>高くなります。
product_change_price.tree_bug,<hint=hint_prophecy_tree_bug>木くい虫</hint>の害により、価格が<red>{price_factor}%</red>高くなります。
product_change_price.fields_sick,<hint=hint_prophecy_fields_sick_one>農作物感染</hint>により、価格が<red>{price_factor}%</red>高くなります。
map.universal_help.danger_army,<center>侵略者の軍隊：</center>
map.appoint.estimated_time,任務の推定完了時間： {estimated_time}
map.appoint.estimated_time_army,この道路は{estimated_time}掛かる
map.appoint.tasks,アクション
map.category.improve_relations,関係性の改善
map.guest.remain_stay_time,"<tight><center><b>キャラクターは街を出ている</b></center>。
 
 </tight>このキャラクターは現在、{faction_uuid}の街のゲストである。
 
 おそらく{remain_time}後に自分の街に戻るだろう。"
map.your_province,自分の王国
map.burn_town_waiting,街を焼き尽くす準備
map.last_female_in_faction,残り一人の未婚女性がいる
map.defence_alliance_leaving_ai,同盟国との紛争
map.defence_alliance_leaving_player,同盟国のリーダーとの紛争
product_change_price.temporary,一時的に価格が<red>{price_factor}%</red>上昇
actor.deep_social_alias.abuse_1,{name_initiator}は{name_target}に恥をかかせた
actor.deep_social_alias.abuse_2,{name_initiator}は{name_target}を侮辱した
actor.deep_social_alias.abuse_3,{name_initiator}は{name_target}を責めた
actor.deep_social_alias.abuse_4,{name_initiator}は{name_target}で靴の汚れを落とさせた
actor.deep_social_alias.abuse_5,{name_initiator}は泥の中で{name_target}を踏みつけた
actor.deep_social_alias.abuse_6,{name_initiator}は{name_target}を精神的に崩壊させた
actor.deep_social_alias.abuse_7,{name_initiator}は{name_target}を黙らせた
actor.deep_social_alias.deep_talk_1,{name_initiator}は{name_target}を褒め称えた
actor.deep_social_alias.deep_talk_2,{name_initiator}は{name_target}と心温まる会話をした
actor.deep_social_alias.deep_talk_3,{name_initiator}は{name_target}を慰めた
actor.deep_social_alias.deep_talk_4,{name_initiator}は{name_target}を励ました
actor.deep_social_alias.deep_talk_5,{name_initiator}は{name_target}に礼を述べた
actor.deep_social_alias.deep_talk_6,{name_initiator}は{name_target}に賛辞を述べた
actor.deep_social_alias.deep_talk_7,{name_initiator}は{name_target}を称賛した
actor.deep_social_alias.evil_joke_1,{name_initiator}は{name_target}をあざ笑った
actor.deep_social_alias.evil_joke_2,{name_initiator}は{name_target}をバカにした
actor.deep_social_alias.evil_joke_3,{name_initiator}は{name_target}をからかった
actor.deep_social_alias.evil_joke_4,{name_initiator}は{name_target}をあざ笑った
actor.deep_social_alias.evil_joke_5,{name_initiator}は{name_target}のものまねをした
actor.deep_social_alias.evil_joke_6,{name_initiator}は皮肉っぽく{name_target}をあざ笑った
actor.deep_social_alias.flattery_1,{name_initiator}は{name_target}にごまをすった
actor.deep_social_alias.flattery_2,{name_initiator}は{name_target}のご機嫌を取った
actor.deep_social_alias.flattery_3,{name_initiator}は{name_target}に取り入ろうとした
actor.deep_social_alias.flattery_4,{name_initiator}は{name_target}にひれ伏した
actor.deep_social_alias.flattery_5,{name_initiator}は{name_target}を心から敬服した
actor.deep_social_alias.flattery_6,{name_initiator}は{name_target}を褒め立てた
actor.deep_social_alias.flattery_7,{name_initiator}は{name_target}の自尊心をくすぐった
actor.deep_social_alias.good_joke_1,{name_initiator}は{name_target}と冗談を言い合った
actor.deep_social_alias.good_joke_2,{name_initiator}は{name_target}に新しい冗談を言った
actor.deep_social_alias.good_joke_3,{name_initiator}は{name_target}と大いに笑いあった
actor.deep_social_alias.good_joke_4,{name_initiator}は{name_target}に自らの経験談を話した
actor.deep_social_alias.good_joke_5,{name_initiator}は{name_target}にものまねを見せた
actor.deep_social_alias.intrigue_1,{name_initiator}は{name_target}に耳にした噂を話した
actor.deep_social_alias.intrigue_2,{name_initiator}は{name_target}に真相をすべて明らかにした
actor.deep_social_alias.intrigue_3,{name_initiator}は{name_target}の恐れを理解した
actor.deep_social_alias.intrigue_4,{name_initiator}は{name_target}に秘密を打ち明けた
actor.deep_social_alias.intrigue_5,{name_initiator}は{name_target}の目を覚まさせた
actor.deep_social_alias.intrigue_6,{name_initiator}は{name_target}の本質を明らかにした
actor.deep_social_alias.intrigue_7,{name_initiator}は{name_target}にそれとなくほのめかした
actor.deep_social_alias.slight_1,{name_initiator}は{name_target}を無視した
actor.deep_social_alias.slight_2,{name_initiator}は{name_target}に気づかないふりをした
actor.deep_social_alias.slight_3,{name_initiator}は{name_target}に身の程を思い知らせた
actor.deep_social_alias.slight_4,{name_initiator}は{name_target}の話に耳を貸さないふりをした
actor.deep_social_alias.sorry_1,{name_initiator}は{name_target}に謝罪した
actor.deep_social_alias.bye_1,{name_initiator}は立ち去る前に{name_target}に別れを告げる。
actor.deep_social_alias.bye_2,{name_initiator}は、出来る限りすぐに戻ってくると{name_target}に約束する。
actor.deep_social_alias.bye_3,{name_target}は{name_initiator}の安全な旅路を祈る。
actor.deep_social_alias.flirt_1,{name_initiator}は{name_target}を誘惑しようとしている
actor.deep_social_alias.flirt_2,{name_initiator}は{name_target}をデートに誘おうとしている
actor.deep_social_alias.flirt_3,{name_initiator}は激しく{name_target}に色目を使っている
actor.deep_social_alias.flirt_4,{name_initiator}は{name_target}に熱い夜を過ごせることを約束する
opinion_mind_interest.hint_title,関心：{interest}
opinion_mind_interest.zodiak_signs,匂い
opinion_mind_interest.beauty,外見
opinion_mind_interest.age,若さの魅力
opinion_mind_interest.drank,アルコールの影響
opinion_mind_interest.love,恋愛中
opinion_mind_interest.religious_fan,宗教上の意見の不一致
opinion_mind_interest.scars,傷
opinion_mind_interest.ugly,醜い
opinion_mind_interest.romantic,性行為への欲求
opinion_mind_interest.opinion,関係性
opinion_mind_interest.manners,マナーの違い
opinion_mind_interest.guest,ゲスト
opinion_mind_interest.has_paramour,現在のパートナーに対する感情
opinion_mind_rumor_prefix,噂：{rumor}
opinion_mind.abuse,侮辱された
opinion_mind.abuse_paramour,パートナーを侮辱した
opinion_mind.adultery,私の不倫に気付いていない
opinion_mind.blinded_relative,愛する人の視界を奪った
opinion_mind.bribe_me,私に賄賂を送った
opinion_mind.chitchat,世間話
opinion_mind.close_relative,近親者
opinion_mind.convicted_of_adultery,パートナーの裏切り
opinion_mind.coward,臆病者
opinion_mind.criminal,犯罪に関係した
opinion_mind.deep_talk,有意義な会話をした
opinion_mind.drunk_fight,酔っ払いの喧嘩
opinion_mind.beat_me,私を倒してみろ
opinion_mind.envy_happy,幸せすぎる！
opinion_mind.envy_runes,リングが羨ましい
opinion_mind.envy_for_babys,子孫への嫉妬
opinion_mind.envy_for_victory,勝利への嫉妬
opinion_mind.evil_joke,私をあざ笑った！
opinion_mind.ex_paramour,元パートナー
opinion_mind.executed_relative,愛する人を処刑した
opinion_mind.punished_me,私を処罰した！
opinion_mind.flattery,私にごまをすった
opinion_mind.flirt,デートが予定されている
opinion_mind.game_of_dice_loose,さいころ賭博で私に勝った！
opinion_mind.gift,私に贈り物をくれた
opinion_mind.good_commander,成功を収めた指揮官
opinion_mind.good_joke,共に大いに笑った！
opinion_mind.king_gift,私に王室からの贈り物をくれた
opinion_mind.heir_envy,王位への欲望
opinion_mind.hunt_together,一緒に狩りをした
opinion_mind.intrigue,淫らな噂
opinion_mind.sorry,謝罪した
opinion_mind.jealousy,ライバル！
opinion_mind.love,彼にぞっこんなの！
opinion_mind.negative_rumor_1,夜に食事する
opinion_mind.negative_rumor_10,永遠に去ることを考えている
opinion_mind.negative_rumor_11,性病を患っている
opinion_mind.negative_rumor_12,おねしょしてしまう
opinion_mind.negative_rumor_13,ごみを溜め込む
opinion_mind.negative_rumor_14,隠れ無神論者
opinion_mind.negative_rumor_15,ドアのそばのマットで寝る
opinion_mind.negative_rumor_16,隠れ放火魔
opinion_mind.negative_rumor_17,ほとんど風呂に入らない
opinion_mind.negative_rumor_18,いつも残り物を平らげる
opinion_mind.negative_rumor_19,夜中に裸で歩く
opinion_mind.negative_rumor_2,鼻をほじる
opinion_mind.negative_rumor_20,悪霊に憑りつかれた
opinion_mind.negative_rumor_21,切り株を崇拝する
opinion_mind.negative_rumor_22,性交渉ができない
opinion_mind.negative_rumor_23,脇の下を掻く
opinion_mind.negative_rumor_24,昆虫を食べる
opinion_mind.negative_rumor_25,夜中に叫ぶ
opinion_mind.negative_rumor_3,使用人を覗く
opinion_mind.negative_rumor_4,おならをする
opinion_mind.negative_rumor_6,大酒飲み
opinion_mind.negative_rumor_7,人の悪口を言う
opinion_mind.negative_rumor_8,食器類を盗む
opinion_mind.negative_rumor_9,はげる
opinion_mind.night_murder,凶悪な殺人鬼
opinion_mind.other_relatives,他の親族
opinion_mind.paramour,運命の人
opinion_mind.paranoid_hate,偏執的な憎悪
opinion_mind.personality_arrogant,貧困への蔑み
opinion_mind.personality_contradictory_hate,説明できない憎悪
opinion_mind.personality_contradictory_love,説明できない愛
opinion_mind.personality_mismatch,不愉快な性格
opinion_mind.personality_mismatch_heavy,極めて不愉快な性格
opinion_mind.positive_rumor_1,密かに詩を書く
opinion_mind.positive_rumor_10,隠れロマンチスト
opinion_mind.positive_rumor_11,過去を悔やむ
opinion_mind.positive_rumor_12,死者を見る
opinion_mind.positive_rumor_13,末期症状
opinion_mind.positive_rumor_15,子供たちを慕う
opinion_mind.positive_rumor_16,ペットのネズミを飼う
opinion_mind.positive_rumor_17,催眠能力を持つ
opinion_mind.positive_rumor_18,密かに恋する
opinion_mind.positive_rumor_2,ベッドでは優しい
opinion_mind.positive_rumor_3,隠れうつ病
opinion_mind.positive_rumor_4,罪にさなまれる
opinion_mind.positive_rumor_5,花を植える
opinion_mind.positive_rumor_6,空を飛ぶことを夢見る
opinion_mind.positive_rumor_7,ベルトのバックルを集める
opinion_mind.positive_rumor_8,密かに病人を助ける
opinion_mind.positive_rumor_9,一晩で5回はできる
opinion_mind.pretender_envy,相続人への嫉妬
opinion_mind.refuse_flirt,デートの誘いを断った
opinion_mind.refuse_flirt_full,断られた！なんて人なの！
opinion_mind.reward_me,褒賞が与えられた
opinion_mind.sex,共に一夜を過ごした！
opinion_mind.shame_relative,愛する人の名誉を傷つけた
opinion_mind.slight,無視された
opinion_mind.spouse,配偶者
opinion_mind.suspicion_of_adultery,不倫を疑われた
opinion_mind.try_to_kill_me,私を殺そうとした！
opinion_mind.manners_good,礼儀正しい
opinion_mind.manners_too_high,礼儀正しすぎる
opinion_mind.manners_too_low,野卑な農民
opinion_mind.pregnancy_father,子供の父親
opinion_mind.pregnancy_mother,子供の母親
opinion_mind.dummy_bastard,農民の子として生まれた非嫡出子
opinion_mind.lord_bastard,領主の子として生まれた非嫡出子
opinion_mind.child,私の子供
opinion_mind.parent,私の親
opinion_mind.rescued_from_captivity,囚われの身からの救出してくれた！
opinion_mind.speeping_with_my_partner,パートナーと寝る！
opinion_mind.uncle,叔父/叔母
opinion_mind.nephew,甥/姪
opinion_mind.brother,兄弟/姉妹
opinion_mind.related_marriage,結婚による関係
opinion_mind.returned_debt,負債を返した
opinion_mind.not_returned_debt,信頼を裏切った
opinion_mind.not_returned_debt_neighbor,隣人への借金の返済を怠った
opinion_mind.player_paid_tribute,敬意を表してくれた
opinion_mind.player_refuse_to_pay,支払いを拒否した
opinion_mind.king_demand_pay,貢物を納めるよう強要された
opinion_mind.attacked_me,襲われた
opinion_mind.attack_neighbors,隣人を襲う
opinion_mind.attack_traity,私に対する攻撃
opinion_mind.attack_traity_neighbors,隣人に対する攻撃
opinion_mind.attack_coward,決闘の時間になっても現れなかった
opinion_mind.vassal,我が従属国
opinion_mind.senior,先達
opinion_mind.vassal_duty_did,従属国としての務めを果たした
opinion_mind.betrayal,裏切った
opinion_mind.betray_vassal_oath,従属国の誓いを破った
opinion_mind.king_bastard,非嫡出子が被る王冠などない！
opinion_mind.king_woman,女が被る王冠などない！
opinion_mind.greetings_me,挨拶をした
opinion_mind.loot_my_village,私の村を略奪した
opinion_mind.friend_of_bandits,森の盗賊と取引をする
opinion_mind.enemy_of_bandits,森の盗賊を打ち倒す
opinion_mind.killed_wolves,オオカミの群れを殺した
opinion_mind.kicked_out,私を国外追放した
opinion_mind.take_title,私の爵位を剥奪した
opinion_mind.kicked_out_my_lord,領主を国外追放した
opinion_mind.discharge,関係の緩和
opinion_mind.free_lord_terror,自由領主の命をかける
opinion_mind.my_teacher,教師
opinion_mind.dictator_habits,独裁的傾向
opinion_mind.threatened_me,脅した
opinion_mind.crime_criminal_not_punished,犯罪者が罪を逃れる
opinion_mind.friend_of_my_child,子供の友人
opinion_mind.best_friend_of_my_child,子供の親友
opinion_mind.enemy_of_my_child,子供の敵
opinion_mind.worst_enemy_of_my_child,子供の最大の敵
opinion_mind.friend_of_my_spouce,配偶者の友人
opinion_mind.best_friend_of_my_spouce,配偶者の親友
opinion_mind.enemy_of_my_spouce,配偶者の敵
opinion_mind.worst_enemy_of_my_spouce,配偶者の最大の敵
opinion_mind.sex_with_other,愛する人が他人と寝た
opinion_mind.caring_parent,思いやりのある親
opinion_mind.good_child,従順な子孫
opinion_mind.start_friend,古き同盟
opinion_mind.start_sympathy,共感
opinion_mind.start_dislike,反感
opinion_mind.start_enemy,宿敵
opinion_mind.too_smart,賢すぎる
opinion_mind.sinner,罪人 (狂信)
opinion_mind.was_punished,処罰された
opinion_mind.trade_with_enemy,敵と貿易を行った
opinion_mind.dont_kill_bandits,盗賊の撲滅に失敗した
opinion_mind.kill_not_own_bandits,他人のことに口を出す
opinion_mind.killed_my_friend,友人を殺した
opinion_mind.killed_my_enemy,敵を殺した
opinion_mind.first_night_together,初夜を共にした
opinion_mind.loot_vassal_village,従属国の村を略奪した
opinion_mind.trade_with_me,うまくいった取引
opinion_mind.victorious_generosity,勝者の寛大さ
opinion_mind.knocked_up_my_daughter,娘をはらませた
opinion_mind.rebelled_against_kin,自国の王に反旗を翻す
opinion_mind.traitors_slander,裏切り者の誹謗
opinion_mind.not_control_own_bandits,盗賊を統制しない
opinion_mind.unholly_hospitality,歓待の神聖さを冒した
opinion_mind.demand_vassalage_to_me,私を服従させようとした
opinion_mind.mind_kidnaper,誘拐犯
opinion_mind.mind_kidnaper_neighbore,近隣の領主を誘拐した
opinion_mind.mind_assassinate,暗殺者を差し向けた
opinion_mind.mind_assassinate_neighbore,近隣諸国に暗殺者を差し向けた
opinion_mind.dead_captive,人質が死亡した
opinion_mind.captive_hold,人質を取る
opinion_mind.release_captive,人質を解放した
opinion_mind.captive_terror,人質を拷問する
opinion_mind.lord_rebellion_support_heir_to_heir,反乱を支持した
opinion_mind.lord_rebellion_support_king_to_heir,反乱を支持しなかった
opinion_mind.lord_rebellion_support_heir_to_king,正当な権威を支持しなかった
opinion_mind.lord_rebellion_support_king_to_king,正当な権威を支持した
opinion_mind.poaching_my_lords,領主を引き抜いた
opinion_mind.betrayed_home,一族を裏切った
opinion_mind.book_stealer,本を盗んだ
opinion_mind.gold_stealer,強盗を働いた
opinion_mind.refuse_light_vassals,従属を拒否した
opinion_mind.showed_weakness,弱みを見せた
opinion_mind.guest_death_for_owners,家族の不審死
opinion_mind.guest_death_for_opponents,ゲストの不審死
opinion_mind.faceless,罪深き軍団
opinion_mind.not_faceless,罪深き軍団ではない
opinion_mind.hate_males,男性の憎悪
opinion_mind.hate_females,女性の憎悪
opinion_mind.blissful,至福
opinion_mind.saint,聖人のような
opinion_mind.drug_addict,依存者
opinion_mind.coward,臆病者
opinion_mind.help_against_facelesse,罪深き軍団に対抗するための支援をした
opinion_mind.tried_to_poison,毒殺を試みた
opinion_mind.tried_to_poison_my_member,領主を毒殺しようとした
opinion_mind.greedy,欲深い
opinion_mind.king_role_weaker_than_me,私より弱い (カイデン)
opinion_mind.king_role_stronger_than_me,私より強い (カイデン)
opinion_mind.king_role_poorer_than_me,私より貧しい (マーカ)
opinion_mind.king_role_reacher_than_me,私より豊かだ (マーカ)
opinion_mind.king_role_agnostic,無神論者 (タナヤ)
opinion_mind.king_role_fanatic,狂信的 (タナヤ)
opinion_mind.king_role_bandit_torelate,盗賊の仕打ちに耐える (カイデン)
opinion_mind.king_role_fight_with_bandit,盗賊と戦う (カイデン)
opinion_mind.king_role_many_slaves,囚人が多い (ヴァーン)
opinion_mind.king_role_no_slaves,囚人はいない (ヴァーン)
opinion_mind.king_role_vassal,従属国 (ヴァーン)
opinion_mind.king_role_suzerain,宗主 (ヴァーン)
opinion_mind.king_role_dumber_than_me,私より間抜けだ (マーカ)
opinion_mind.king_role_smarter_than_me,私より賢い (マーカ)
opinion_mind.women_king,玉座についた女性
opinion_mind.disinherited_me,私から相続権を奪った
opinion_mind.illigal_heir,非嫡出の相続人
opinion_mind.few_fanatics,狂信者不足
opinion_mind.few_churchs,礼拝堂が足りない
opinion_mind.enough_fanatics,街には狂信者が溢れている
opinion_mind.enough_churchs,十分な数の礼拝堂
opinion_mind.blissful,至福
opinion_mind.provoke_duel,決闘を挑まれた
opinion_mind.provoke_duel_neighbore,隣人との決闘をけしかけられた
opinion_mind.declare_peace,平和条約
opinion_mind.trade_agreement,貿易協定
opinion_mind.cruel_ruler,裏切り者の支配者
opinion_mind.bishop_frogivness,許された
opinion_mind.enemy_of_bandits_bishop,盗賊の野営地を破壊した
opinion_mind.pitty,哀れ
opinion_mind.help_in_rescue,解放の手助け
opinion_mind.lord_lowborn,下級貴族
opinion_mind.matriarch_fanatic_mind,街にいる狂信者の数 ({percent})
opinion_mind.friend_lost_title,友人から爵位をはく奪した
opinion_mind.bishop_opinion,司教の意見
opinion_mind.defence_alliance_lost_soldier,援軍の損失
opinion_mind.defence_alliance_lost_lord,援軍指揮官の死
opinion_mind.defence_alliance_broken,同盟解消
opinion_mind.defence_alliance,同じ同盟の一員である
opinion_mind.defence_alliance_send_army,同盟を重んじる
opinion_mind.defence_alliance_broken_neighbore,同盟を裏切った
opinion_mind.new_bishop,新しい司教職
opinion_mind.enemy_of_my_ally,同盟の敵
opinion_mind.ally_of_my_enemy,敵の同盟
opinion_mind.same_culture,同じ文化
opinion_mind.xenophobic_culture,憎んでいる文化
opinion_mind.slander_to_other_king,他の王に対して恨みを抱いた
opinion_mind.slander_from_other_king,誹謗中傷した
opinion_mind.help_in_vassal_riot_to_vassal,独立闘争に貢献した
opinion_mind.help_in_vassal_riot_to_sir,反乱を起こした従属国を助けた
opinion_mind.help_in_lords_family_attack_to_victim,都市の防衛に貢献した
opinion_mind.help_in_lords_family_attack_to_attacker,攻撃をかわすのに貢献した
opinion_mind.help_in_lords_family_destroy_to_victim,街を破壊から救うことに貢献した
opinion_mind.help_in_lords_family_destroy_to_attacker,街を破壊から救うことに貢献した
opinion_mind.help_in_mountais_bandits_attack,略奪者の撃退に協力した
opinion_mind.helped_tanaya_king,タナヤの王を助ける
opinion_mind.helped_makha_king,マッカの王を助ける
opinion_mind.rival_for_power,権力争いのライバル
opinion_mind.crown_desire,王冠への願い
opinion_mind.bishop_to_fanatic,狂信者
opinion_mind.bishop_to_agnostic,無神論者
opinion_mind.transfered_king,王冠を手放した
opinion_mind.distrust,不信感
opinion_mind.try_to_vassal_my_vassal,我が従属国を征服しようする
opinion_mind.contempt_of_genius,それ以外の支配者には存在価値がない！
opinion_mind.force_neutrality_my_ally,同盟国に中立を強要した
opinion_mind.force_neutrality_my_vassal,従属国に中立を強要した
