Key,Deutsch
prophecy.letter_announce.bandits_capm,"Bei Sonnenuntergang sah ich ein rotes Leuchten. Die Farbe des Blutes! Ich warf die Knochen und sie berichteten mir, dass jene, die sich vor ihrem Tod fürchten, andere in deinem Haus aufsuchen werden."
prophecy.letter_announce.fields_sick_one,"Ich hatte letzte Nacht einen prophetischen Traum. Statt blühenden, grünen Feldfrüchten sah ich schwarze Raben. Sie sind die Vorboten des Hungers und des Todes, der deiner Heimat droht!"
prophecy.letter_announce.cholera_epidemy,"Neulich haben wir ein Opfer gebracht. Das Blut des geopferten Kalbes ergoss sich jedoch nicht in einem purpurnen Schwall, nein, eine übelriechende schwarze Flüssigkeit drang heraus. Deine Siedlungen werden demnächst von Krankheit und Seuche heimgesucht werden!"
prophecy.letter_announce.xenophoby,"Die heilige Schrift öffnete sich an einer Stelle, an der sich die Leute aufeinander werfen wie wilde Bestien, während die Schreie der Kinder aus den Flammen des Feuers erklingen. Die Heilige Sophia warnt dich!"
prophecy.letter_announce.crocks_wave,Letzte Nacht hatte ich einen Traum. Ein Schatten in einer Kapuze lehnten sich über mich. In ihrer Hand blitzte ein Dolch. Nimm dich vor Vagabunden in Acht! Bestimmt ist dies ein Zeichen des Himmels!
prophecy.letter_announce.fanatics_wave,"Die Seher meinen, sie hätten in den Wolken Wahnsinnige mit brennenden Kreuzen in der Hand erkannt. Es gibt viele von ihnen – und Zorn erfüllt ihre Herzen!"
prophecy.letter_announce.fields_sick_all,Der Mond ist zehn Tage lang nicht am Himmel zu sehen. Die alten Bücher deuten dies als Vorbote von Ernteausfällen und Hunger. Möge die Heilige Sophia dir beistehen!
prophecy.letter_announce.tree_bug,"Ich hatte einen schlechten Traum. Dunkle, kahle und leblose Bäume standen anstelle deiner grünen Wälder, regungslos, Statuen gleich. Ich hoffe du weißt, was zu tun ist!"
prophecy.letter_announce.rats_invasion,"Ich hatte im Rausch des Nektars eine Vision. Auf dem Altar sah ich, wie eine Ratte das Fleisch eines neu geborenen Lammes verzehrte. Ich prophezeie Hunger und Missstände in deinem Königreich!"
prophecy.letter.finish,"Unsere Karawaniere sagen, dass sich der schwarze Schatten der Katastrophe zurückgezogen hat. Ich hoffe, deine Lieben sind am Leben und wohlauf. Doch ich befürchte, dies ist nicht die letzte Prüfung, die uns Mutter Sophia für unsere Sünden aufbürdet."
letter.sign.matriarch,"Mit gütigem Herzen,
 die Matriarchin"
letter.post.diplomat_1,"Wahrlich ein günstiges Ergebnis, das ich zugegebenermaßen nicht kommen sah. Doch ich bin überaus erfreut, dass unsere Feindseligkeiten der Vergangenheit angehören. Vergeben und vergessen, nicht wahr?"
letter.post.diplomat_2,"Deine Mühen, den Frieden zwischen unseren Königreichen wiederherzustellen, nehme ich wohlwollend zur Kenntnis. Doch trotz deiner edlen Taten ist dir mein Vertrauen in Zukunft keineswegs gewiss."
letter.post.vassal_out_1,"Du sollst wissen, dass ich nicht länger die Absicht hege, mich dir unterzuordnen. Und wenn du den Grund für meinen Ungehorsam erfahren willst, musst du lediglich in den Spiegel blicken. Als ich mich in schlimmster Not befand, hast du mir Unterstützung verweigert. Dein Königreich ist nun schlicht weniger wert."
letter.post.vassal_out_2,"Als ich zustimmte, dein Vasall zu werden, hast du mir militärische Unterstützung zugesprochen. Und die Gegenleistung? Ein Tribut, den ich verlässlich an dich bezahlt habe – und doch hast du mir in der Not die Hilfe verweigert. Ich bin nicht länger dein Vasall."
letter.emperor,"Wir bedauern, dass dich dein Stolz zu einem Akt der Blasphemie getrieben und dich dazu veranlasst hat, die göttliche Weltordnung der Mutter Sophia höchstselbst zu vernichten. Unglücklicherweise ist Tadel hier unangebracht. Der Strenge Vater und seine Gefährten der Inquisition sind abmarschbereit. Möge Sophia dir vergeben!"
letter.start.matriarch,Geliebtes Kind!
letter.tax_increase,"Die Herzen der Liebenden Familie sind von Freude über deinen politischen Erfolg erfüllt. Es scheint, als hätte deine Dynastie erst gestern noch von Steckrüben gelebt. Doch schon heute blickst du als Staatsoberhaupt hinab und diktierst deinen Nachbarn deinen Willen! Ich bin daher zuversichtlich, dass unser Bestreben einer geringen Erhöhung der Steuer auf deine Krieger keine unüberwindbare Bürde für dich darstellt!"
letter.army_tax_increase_footer,"Da du nun eine größere politische Arena betreten hast und großen Einfluss ausübst, ist die Liebende Familie der Meinung, dass du mehr zur Sicherheit auf den Straßen beitragen könntest.
 
 Die Kirche erhöht die Steuer auf Krieger, die ab sofort {new_tax} pro Einheit Kampffähigkeit eines Kriegers (bisher {old_tax}) betragen wird."
faction.player_village,Bauern
faction.faceless,Unheilige Horde
faction.forest_bandits,Waldbanditen
faction.mercenaries,Söldner
faction.wolves,Säbelzahnwölfe
faction.inquisition,Inquisition
faction.traders,Heilige Karawane
faction.traders_slaves,Sklaven der Heiligen Karawane
faction.free_lords,Freie Lords
faction.holy_synod,Liebende Familie
faction.rebellious_zealots,Rebellische Fanatiker
faction.rebellious_slaves,Rebellische Sklaven
faction.rebellious_soldiers,Rebellische Soldaten
faction.rebellious_heir,Separatisten
faction.mountain_bandits,Plünderer
faction.hired_bandits,Auftragsbanditen
faction.abandoned,Verlassene Siedlung
faction.low_loyalty,Abtrünnige
faction.name.0,Silberhafen
faction.name.1,Staubtal
faction.name.2,Windspitze
faction.name.3,Sternenstrom
faction.name.4,Mondsee
faction.name.5,Funkenheim
faction.name.6,Kristallien
faction.name.7,Sterntal
faction.name.8,Verwünschung
faction.name.9,Baumholz
faction.name.10,Mondreich
faction.name.11,Großnebel
faction.name.12,Prachttal
faction.name.13,Nebelfurt
faction.name.14,Goldland
faction.name.15,Funkelfell
faction.name.16,Seeholde
faction.name.17,Drachenhorn
faction.name.18,Gründorn
faction.name.19,Zwielichtingen
faction.name.20,Kristallia
faction.name.21,Wunderkunde
faction.name.22,Frostfeste
faction.name.23,Bestienwalde
faction.name.24,Wellenmarkt
faction.name.25,Überwuchs
faction.name.26,Märchenschlucht
faction.name.27,Eisklamm
faction.name.28,Dunkelwald
faction.name.29,Spiegelteich
faction.name.30,Dämmerungsfeste
faction.name.31,Traumfell
faction.name.32,Smaragdhügel
faction.name.33,Goldhafen
faction.name.34,Silberfluss
faction.name.35,Verlorene Stadt
faction.name.36,Donnerspitze
faction.name.37,Staubfels
faction.name.38,Lebendiges Tal
faction.name.39,Bernsteinbruch
faction.name.40,Kristallhöhle
faction.name.41,Smaragdgarten
faction.name.42,Himmelshain
faction.name.43,Loderkrone
faction.name.44,Goldhafen
faction.name.45,Klarmond
faction.name.46,Windbrand
faction.name.47,Sternheim
faction.name.48,Rabenstadt
faction.name.49,Schattenglatt
faction.name.50,Funkentale
faction.name.51,Baumholz
faction.name.52,Schimmertal
faction.name.53,Unterfeste
faction.name.54,Wunschrand
faction.name.55,Kristallien
faction.name.56,Vergissheim
faction.name.57,Glanzfall
faction.name.58,Traumgrat
faction.name.59,Frostspitze
faction.name.60,Großnebel
faction.name.61,Biesthafen
faction.name.62,Hinterfelsnadel
faction.name.63,Überschlucht
faction.name.64,Sturmwiesen
faction.name.65,Dunkelhöhle
faction.name.66,Eiskaskade
faction.name.67,Mystische Stadt
faction.name.68,Stille Ufer
faction.name.69,Dichtstrupp
faction.name.70,Flammenröte
faction.name.71,Lebendige Oase
faction.name.72,Sonnenlichtpfad
faction.name.73,Nebelbach
faction.name.74,Verlorene Wacht
faction.name.75,Goldenspitz
faction.deserted_soldiers,Deserteure
faction.player_untitled,Niedere Lords
0map.appoint.sub_category.others,Andere
9map.appoint.sub_category.expansion,Erweiterung
8map.appoint.sub_category.others,Andere
product_change_price.neighbore_town_attacked,Wegen des Angriffs auf die Fraktion „{faction_uuid_town}“ ist der Preis um <red>{price_factor} %</red> gestiegen.
no_defence_allies,Keine Verbündeten
map.category.lords,Lords
map.hostage_player,Lösegeld für eine Geisel
map.lord_low_loyalty,Lord ist aufbruchsbereit
map.lord_rebellion.nobody_support,Niemand
map.lord_rebellion_heir,Rebellion des Erben
map.lord_rebellion_king,Schutz vor Rebellion
map.hire_bandits,Banditen anheuern
map.solders_gift,Hilfe anbieten
map.appoint.events,Ereignisse
map.category.criminals,Missetaten
map.category.politics,Politik
map.category.attack,Angriff
map.category.marriage,Ehe
map.category.trade,Handel
map.abandoned_town,Verlassene Stadt
map.marriage_female,Zu verheiratende Braut
map.marriage_male,Zu verheiratender Bräutigam
map.loan,Darlehen
map.king_tribute,Mit Plünderung drohen
map.king_tribute_light,Höfliche Tributforderung
map.demand_tribute,Höfliche Tributforderung
map.assault_fair,Stadt plündern
map.assault_unfair,Stadt plündern
map.city_burn_ai,Mit Zerstörung drohen
map.demand_peace,Friedensabkommen vorschlagen
map.declared_peace_broken,Friedensabkommen aufgelöst
map.trade_agreement_broken,Handelsabkommen beendet
map.declared_peace,Friedensabkommen
map.demand_defence_alliance_to_player,Vorgeschlagene Allianz
map.declared_defence_alliance,Allianz der Freien Städte
map.demand_defence_ally_army,Bitte um Unterstützung
map.demand_vassal_waiting,In Erwartung einer Antwort
map.demand_vassal_attack_waiting,Erwartet Angriff
map.demand_vassal_light_player,Forderung nach Vasallität
map.demand_vassal_player,Forderung nach Vasallität
map.help_against_faceless,Hilfe gegen die Unheilige Horde
map.demand_kill_own_bandits_camp,Forderung nach Vernichtung der Banditen
map.conquest,Vasallität wiederherstellen
map.king_attack,Forderung nach Belagerung
map.demand_attack,Forderung nach Belagerung
map.slaves_offer,Verkauf von Sklaven
map.trade_offer,Handelsangebot
map.trade_request,Handelsanfrage
map.village,Dorf
map.village_neighbore,Dorf eines benachbarten Königs
map.village.short,"Eine kleine Siedlung ohne Zugang zu Handel, Eisen oder fortschrittlichen Werkzeugen."
map.burned_village,Niedergebranntes Dorf
map.burned_village.short,"Ein geplündertes und niedergebranntes Dorf. Nach einiger Zeit werden seine Bewohner, die sich in den umliegenden Wäldern verstecken, zurückkehren und es wiederaufbauen. Doch fürs Erste ist hier niemand."
map.protect,Mit Angriff drohen
map.protect.short,Eine Gruppe von Banditen rottet sich in der Nähe des Dorfes zusammen.
map.tribute,Tribut
map.tribute.short,"– Das Dorf hat seine Ernte eingefahren und ist bereit, den Tribut an dich zu bezahlen."
map.mill,Verbesserung der Mühle
map.mill.short,"Der Dorfälteste plant, die Dorfmühle zu verbessern."
map.hungry,Hungersnot
map.hungry.short,Das Dorf hat eine äußerst schlechte Ernte eingefahren. Es wird dringend Nahrung benötigt.
map.sick,Seuche
map.sick.short,Eine Krankheit ist ausgebrochen. Es wird dringend Medizin benötigt.
map.meat,Neuer Schweinestall
map.meat.short,Die Bewohner bitten um Hilfe beim Bau eines Schweinestalls.
map.bandits_camp,Waldbanditen-Lager
map.bandits_camp.short,Von Waldbanditen bewohnt. Sie werden deine Siedlung von Zeit zu Zeit angreifen.
map.bandits_hostage,Geisel – {lord_name}
map.bandits_hostage.short,Ein Lord wird als Geisel gehalten und es wurde ein Lösegeld gefordert.
map.wolfes,Säbelzahnwölfe in der Nähe
map.wolfes.short,"Ein Rudel Säbelzahnwölfe blockiert die Straßen, die zu deiner Siedlung führen. Die Wölfe könnten allerdings bald abziehen."
map.slaves,Flüchtige Sklaven
map.slaves.short,Eine Gruppe von entflohenen Sklaven aus {city_name} wurde in der Nähe deiner Stadt gesichtet.
map.fanatics,Gruppe von Flagellanten
map.fanatics.short,Eine kleine Gruppe von Flagellanten-Pilgern bittet um Nahrung.
map.theif,Dieb auf der Flucht
map.theif.short,"Ein Dieb, der kürzlich in der Stadt {city_name} arbeitete, wurde in der Nähe gesichtet."
map.lord_in_run,Flüchtiger Lord
map.lord_in_run.short,Ein Lord von {house_name_1} ist aus der Gefangenschaft von {house_name_2} entflohen. Die Verfolger sind bereits in der Nähe.
map.lord_in_run_2,Flüchtiger Lord
maplord_in_run_2.short,Der Lord von {house_name_1} wird von Banditen verfolgt. Seine Kräfte sind bald erschöpft.
map.lord_in_run_3,Flüchtiger Lord
map.lord_in_run_3.short,"Der Lord aus dem Haus {house_name_1} hat sich dazu entschlossen, seine Heimat zu verlassen und das Weite zu suchen."
map.lovers_in_run,
map.lovers_in_run.short,Zwei junge Männer aus verschiedenen Häusern haben sich ineinander verliebt und sind durchgebrannt.
map.caravan,Geschützte Karawane
map.caravan.short,Eine Karawane aus {house_name_1} mit Sklaven und Waren ist unterwegs nach {city_name_2}.
map.dispute,
map.dispute.short,Zwei Häuser streiten um die Herrschaft über das Dorf. Du kannst für eines von ihnen Partei ergreifen.
map.bride,Eine Braut sucht nach Heiratswilligen.
map.bride.short,{soul_uuid_bride} hat das heiratsfähige Alter erreicht und der König ist auf der Suche nach einem passenden Gemahl für sie.
map.groom,Ein Bräutigam sucht nach Heiratswilligen.
map.groom.short,{soul_uuid_groom} hat das heiratsfähige Alter erreicht und der König ist auf der Suche nach einem passenden Gemahl für ihn.
map.q_hermit,
map.long.q_hermit,
map.q_hermit.short,
map.risk.q_hermit,
map.menu.quest.description,BESCHREIBUNG
map.menu.quest.details,Details
map.menu.quest.consequences,Mögliche Konsequenzen
map.menu.quest.reward,MÖGLICHE BELOHNUNG
map.menu.quest.reward_or,oder
map.menu.status.days_left,{remain_days} Tage verbleibend
map.menu.modal.result.success,Erfolg!
map.menu.modal.result.fail,Gescheitert!
map.menu.modal.ok,Okay
map.menu.status.timeless,Unbestimmt
map.menu.status.go_home,Kehrt nach Hause zurück
map.menu.quest.ignore,Ignorieren
map.menu.quest.waiting,Warten
map.menu.quest.time_over,Das Abkommen ist abgelaufen
map.menu.quest.tragic,Tragischer Unfall
map.menu.quest.bad_opinion,Schlechte Beziehungen
map.menu.quest.hostage_rescue,Rettung einer Geisel
map.menu.button.create_army,Neuen Trupp erstellen
map.menu.button.send_army,Entsenden
map.menu.prepare_to_battle.header,Schlacht von {place}
map.menu.prepare_to_battle.in_town,vor den Toren von {town_name}
map.menu.prepare_to_battle.near_town,bei {town_name}
map.menu.prepare_to_battle.battle_begin,Schlacht hat begonnen
map.menu.town.guest_lords,Lords als Gäste
map.menu.town.information,Information
map.menu.town.economic,Wirtschaft
map.menu.town.army,Armee
map.menu.army_composition,Armee-Zusammensetzung
map.menu.town.local_lords,Lords
map.menu.town.ruling_family,Herrscherfamilie
map.menu.town.status.hostile,Feindselig
map.menu.town.status.friendly,Freundschaftlich
map.menu.town.status.neutral,Neutral
map.menu.town.status.independent,Unabhängig
map.menu.town.status.vassal,Vasall
map.menu.town.status.suzerain,Lehensherr
map.menu.town.relations,Beziehungen
map.menu.messenger,Bote
map.army,Armee
map.declared_trade_agreement,Handelsabkommen
map.forcing_neutrality,Neutralität erzwingen
map.personal_conflict,Konflikt zwischen Nachbarn
map.help_against_bandits,Hilfe gegen Banditen
map.help_against_mountains_bandits,Hilfe gegen Plünderer
map.neutralization_order,Befehl zur Neutralisierung
map.menu.town.status.ally,In der Allianz
map.menu.town.status.alliance_leader,Allianzanführer
map.stolen_rings_offer,Heilige Ringe gestohlen
map.holy_defence_was_removed,"<red>Der Schutz der Liebenden Familie wurde aufgehoben!</red>
 
 Die Aggressive Aktion bedeutet, dass du den <hint=hint_holy_protection>Schutz der Liebenden Familie</hint> nicht mehr benötigst."
map.holy_defence_will_be_removed,<hint=hint_holy_protection>Der Schutz der Liebenden Familie</hint> wird aufgehoben!
map.trade.offer.alias,Stadt verkauft: {resource_name}
map.trade.request.alias,Stadt kauft: {resource_name}
map.menu.town.king_family,KÖNIGSFAMILIE
map.menu.town.guests,GÄSTE
map.menu.town.faction_lords,LORDS von {town}
map.menu.town.vassal_of,Vasall von
map.menu.town.ally_of,Verbündeter von
map.player_vassal_rebellion,Rebellischer Vasall
product_change_price.rats_invasion,Aufgrund der <hint=hint_prophecy_rats_invasion>Ratteninvasion</hint> ist der Preis um <red>{price_factor} %</red> gestiegen.
product_change_price.tree_bug,Aufgrund des <hint=hint_prophecy_tree_bug>Borkenkäferbefalls</hint> ist der Preis um <red>{price_factor} %</red> gestiegen.
product_change_price.fields_sick,Aufgrund des <hint=hint_prophecy_fields_sick_one>Schädlingsbefalls</hint> ist der Preis um <red>{price_factor} %</red> gestiegen.
map.universal_help.danger_army,<center>Armee des Aggressors:</center>
map.appoint.estimated_time,Geschätzte Zeit bis zum Abschluss der Aufgabe: {estimated_time}
map.appoint.estimated_time_army,Der Marsch dauert {estimated_time}
map.appoint.tasks,Aktionen
map.category.improve_relations,Beziehungen verbessern
map.guest.remain_stay_time,"<tight><center><b>Die Person befindet sich nicht in der Stadt</b></center>.
 
 </tight>Diese Person ist momentan Gast in der Stadt von {faction_uuid}.
 
 Sie wird vermutlich in {remain_time} zurückkehren."
map.your_province,Deine Provinz
map.burn_town_waiting,"Bereit, die Stadt niederzubrennen"
map.last_female_in_faction,Du hast die letzte unverheiratete Frau
map.defence_alliance_leaving_ai,Konflikt mit einem Verbündeten
map.defence_alliance_leaving_player,Konflikt mit dem Allianzanführer
product_change_price.temporary,Vorübergehende Preiserhöhung um <red>{price_factor} %</red>
actor.deep_social_alias.abuse_1,{name_initiator} hat {name_target} erniedrigt
actor.deep_social_alias.abuse_2,{name_initiator} hat {name_target} beleidigt
actor.deep_social_alias.abuse_3,{name_initiator} hat {name_target} beschimpft
actor.deep_social_alias.abuse_4,{name_initiator} hat sich an {name_target} die Füße abgetreten
actor.deep_social_alias.abuse_5,{name_initiator} ist im Schlamm auf {name_target} herumgetrampelt
actor.deep_social_alias.abuse_6,{name_initiator} hat {name_target} emotional zerstört
actor.deep_social_alias.abuse_7,{name_initiator} hat {name_target} zum Schweigen gebracht
actor.deep_social_alias.deep_talk_1,{name_initiator} hat {name_target} gelobt
actor.deep_social_alias.deep_talk_2,{name_initiator} hatte ein herzliches Gespräch mit {name_target}
actor.deep_social_alias.deep_talk_3,{name_initiator} hat {name_target} getröstet
actor.deep_social_alias.deep_talk_4,{name_initiator} hat {name_target} aufgemuntert
actor.deep_social_alias.deep_talk_5,{name_initiator} hat sich bei {name_target} bedankt
actor.deep_social_alias.deep_talk_6,{name_initiator} hat {name_target} ein Kompliment gemacht
actor.deep_social_alias.deep_talk_7,{name_initiator} hat {name_target} Anerkennung gezollt
actor.deep_social_alias.evil_joke_1,{name_initiator} hat sich über {name_target} lustig gemacht
actor.deep_social_alias.evil_joke_2,{name_initiator} hat {name_target} bloßgestellt
actor.deep_social_alias.evil_joke_3,{name_initiator} hat {name_target} gereizt
actor.deep_social_alias.evil_joke_4,{name_initiator} hat {name_target} verspottet
actor.deep_social_alias.evil_joke_5,{name_initiator} hat {name_target} nachgeäfft
actor.deep_social_alias.evil_joke_6,{name_initiator} hat sich sarkastisch über {name_target} lustig gemacht
actor.deep_social_alias.flattery_1,{name_initiator} hat {name_target} geschmeichelt
actor.deep_social_alias.flattery_2,{name_initiator} hat {name_target} Honig ums Maul geschmiert
actor.deep_social_alias.flattery_3,{name_initiator} hat sich bei {name_target} beliebt gemacht
actor.deep_social_alias.flattery_4,{name_initiator} hat vor {name_target} gekatzbuckelt
actor.deep_social_alias.flattery_5,{name_initiator} hat gegenüber {name_target} Bewunderung vorgetäuscht
actor.deep_social_alias.flattery_6,{name_initiator} hat {name_target} gepriesen
actor.deep_social_alias.flattery_7,{name_initiator} hat {name_target} den Bauch gepinselt
actor.deep_social_alias.good_joke_1,{name_initiator} hat mit {name_target} gescherzt
actor.deep_social_alias.good_joke_2,{name_initiator} hat {name_target} einen neuen Witz erzählt
actor.deep_social_alias.good_joke_3,{name_initiator} hatte mit {name_target} jede Menge Spaß
actor.deep_social_alias.good_joke_4,{name_initiator} hat {name_target} eine Anekdote erzählt
actor.deep_social_alias.good_joke_5,{name_initiator} hat vor {name_target} jemanden imitiert
actor.deep_social_alias.intrigue_1,{name_initiator} hat Gerüchte mit {name_target} ausgetauscht
actor.deep_social_alias.intrigue_2,{name_initiator} hat {name_target} die ganze Wahrheit erzählt
actor.deep_social_alias.intrigue_3,{name_initiator} hat die Ängste von {name_target} weiter entfacht
actor.deep_social_alias.intrigue_4,{name_initiator} hat {name_target} ein Geheimnis verraten
actor.deep_social_alias.intrigue_5,{name_initiator} hat {name_target} die Augen geöffnet
actor.deep_social_alias.intrigue_6,{name_initiator} hat {name_target} wichtige Details verraten
actor.deep_social_alias.intrigue_7,{name_initiator} hat {name_target} einen subtilen Hinweis gegeben
actor.deep_social_alias.slight_1,{name_initiator} hat {name_target} vernachlässigt
actor.deep_social_alias.slight_2,{name_initiator} hat {name_target} ignoriert
actor.deep_social_alias.slight_3,{name_initiator} hat {name_target} in die Schranken gewiesen
actor.deep_social_alias.slight_4,"{name_initiator} tat, als spräche {name_target} zu leise"
actor.deep_social_alias.sorry_1,{name_initiator} hat sich bei {name_target} entschuldigt
actor.deep_social_alias.bye_1,{name_initiator} verabschiedet sich vor dem Aufbruch bei {name_target}.
actor.deep_social_alias.bye_2,"{name_initiator} verspricht {name_target}, so bald wie möglich zurückzukehren."
actor.deep_social_alias.bye_3,{name_target} wünscht {name_initiator} eine gute Reise.
actor.deep_social_alias.flirt_1,"{name_initiator} versucht, {name_target} zu verführen"
actor.deep_social_alias.flirt_2,{name_initiator} lädt {name_target} zu einem Rendezvous ein
actor.deep_social_alias.flirt_3,{name_initiator} lässt sich auf einen gefährlichen Flirt mit {name_target} ein
actor.deep_social_alias.flirt_4,{name_initiator} verspricht {name_target} eine heiße Nacht
opinion_mind_interest.hint_title,Interesse: {interest}
opinion_mind_interest.zodiak_signs,Geruch
opinion_mind_interest.beauty,Erscheinungsbild
opinion_mind_interest.age,Reiz der Jugend
opinion_mind_interest.drank,Alkoholeinfluss
opinion_mind_interest.love,Verliebt
opinion_mind_interest.religious_fan,Religiöse Differenzen
opinion_mind_interest.scars,Narben
opinion_mind_interest.ugly,Entstellt
opinion_mind_interest.romantic,Verlangen nach Sex
opinion_mind_interest.opinion,Beziehungen
opinion_mind_interest.manners,Unterschiedliche Manieren
opinion_mind_interest.guest,Gast
opinion_mind_interest.has_paramour,Gefühle für aktuellen Partner
opinion_mind_rumor_prefix,Gerücht: {rumor}
opinion_mind.abuse,Hat mich beleidigt
opinion_mind.abuse_paramour,Partner beleidigt
opinion_mind.adultery,Weiß nichts von meiner Untreue
opinion_mind.blinded_relative,Hat eine geliebte Person geblendet
opinion_mind.bribe_me,Hat mich bestochen
opinion_mind.chitchat,Smalltalk
opinion_mind.close_relative,Enge Verwandtschaft
opinion_mind.convicted_of_adultery,Ehebruch des Partners
opinion_mind.coward,Feigling
opinion_mind.criminal,In Verbrechen verwickelt
opinion_mind.deep_talk,Hatte ein tiefgründiges Gespräch
opinion_mind.drunk_fight,Betrunkener Streit
opinion_mind.beat_me,Hat mich geschlagen
opinion_mind.envy_happy,Zu glücklich!
opinion_mind.envy_runes,Neid auf Ringe
opinion_mind.envy_for_babys,Neid auf Nachwuchs
opinion_mind.envy_for_victory,Neid auf Siege
opinion_mind.evil_joke,Hat sich über mich lustig gemacht!
opinion_mind.ex_paramour,Ehemaliger Partner
opinion_mind.executed_relative,Hat eine geliebte Person hingerichtet
opinion_mind.punished_me,Hat mich bestraft!
opinion_mind.flattery,Hat mir geschmeichelt
opinion_mind.flirt,Bevorstehendes Rendezvous
opinion_mind.game_of_dice_loose,Hat mich im Würfelspiel besiegt!
opinion_mind.gift,Gab mir ein Geschenk
opinion_mind.good_commander,Erfolgreicher Kommandant
opinion_mind.good_joke,Hatten gemeinsam viel Spaß!
opinion_mind.king_gift,Gab mir ein königliches Geschenk
opinion_mind.heir_envy,Sehnsucht nach dem Thron
opinion_mind.hunt_together,Gingen gemeinsam auf die Jagd
opinion_mind.intrigue,Brisante Gerüchte
opinion_mind.sorry,Hat sich entschuldigt
opinion_mind.jealousy,Rivale!
opinion_mind.love,Ich bin verrückt nach ihm!
opinion_mind.negative_rumor_1,Isst nachts
opinion_mind.negative_rumor_10,Will für immer fortgehen
opinion_mind.negative_rumor_11,Leidet an einer Geschlechtskrankheit
opinion_mind.negative_rumor_12,Bettnässer
opinion_mind.negative_rumor_13,Hortet Unrat
opinion_mind.negative_rumor_14,Insgeheim atheistisch
opinion_mind.negative_rumor_15,Schläft auf einer Matte neben der Tür
opinion_mind.negative_rumor_16,Geheime pyromanische Veranlagung
opinion_mind.negative_rumor_17,Badet nur selten
opinion_mind.negative_rumor_18,Vertilgt alle Essensreste
opinion_mind.negative_rumor_19,Läuft nachts nackt herum
opinion_mind.negative_rumor_2,Bohrt in der Nase
opinion_mind.negative_rumor_20,Von einem bösen Geist besessen
opinion_mind.negative_rumor_21,Verehrt einen Baumstumpf
opinion_mind.negative_rumor_22,Kann keinen Sex haben
opinion_mind.negative_rumor_23,Kratzt sich unter den Achseln
opinion_mind.negative_rumor_24,Isst Insekten
opinion_mind.negative_rumor_25,Schreit nachts
opinion_mind.negative_rumor_3,Beäugt lüstern die Dienerschaft
opinion_mind.negative_rumor_4,Furzt häufig
opinion_mind.negative_rumor_6,Säuft
opinion_mind.negative_rumor_7,Zerreißt sich das Maul über andere Leute
opinion_mind.negative_rumor_8,Stiehlt Essbesteck
opinion_mind.negative_rumor_9,Bekommt eine Glatze
opinion_mind.night_murder,Grausamer Mörder
opinion_mind.other_relatives,Andere Verwandte
opinion_mind.paramour,Seelenverwandt
opinion_mind.paranoid_hate,Paranoider Hass
opinion_mind.personality_arrogant,Verschmäht die Armut
opinion_mind.personality_contradictory_hate,Unbegründeter Hass
opinion_mind.personality_contradictory_love,Unbegründete Liebe
opinion_mind.personality_mismatch,Unerfreuliche Persönlichkeit
opinion_mind.personality_mismatch_heavy,Äußerst unerfreuliche Persönlichkeit
opinion_mind.positive_rumor_1,Verfasst insgeheim Poesie
opinion_mind.positive_rumor_10,Insgeheim romantisch veranlagt
opinion_mind.positive_rumor_11,Bereut die Vergangenheit
opinion_mind.positive_rumor_12,Sieht tote Menschen
opinion_mind.positive_rumor_13,Sterbenskrank
opinion_mind.positive_rumor_15,Liebt Kinder
opinion_mind.positive_rumor_16,Hält eine Ratte als Haustier
opinion_mind.positive_rumor_17,Beherrscht Hypnose
opinion_mind.positive_rumor_18,Insgeheim verliebt
opinion_mind.positive_rumor_2,Sanft im Bett
opinion_mind.positive_rumor_3,Verbirgt eine Depression
opinion_mind.positive_rumor_4,Von Schuldgefühlen geplagt
opinion_mind.positive_rumor_5,Pflanzt Blumen
opinion_mind.positive_rumor_6,"Träumt davon, fliegen zu lernen"
opinion_mind.positive_rumor_7,Sammelt Gürtelschnallen
opinion_mind.positive_rumor_8,Hilft insgeheim den Kranken
opinion_mind.positive_rumor_9,Kann es in einer Nacht fünfmal treiben
opinion_mind.pretender_envy,Neid auf den Erben
opinion_mind.refuse_flirt,Verweigerte ein Rendezvous
opinion_mind.refuse_flirt_full,Wies mich ab! Wie kann er es wagen?!
opinion_mind.reward_me,Belohnte mich
opinion_mind.sex,Verbrachten die Nacht zusammen!
opinion_mind.shame_relative,Blamierte eine geliebte Person
opinion_mind.slight,Vernachlässigte mich
opinion_mind.spouse,Partner
opinion_mind.suspicion_of_adultery,Verdacht auf Ehebruch
opinion_mind.try_to_kill_me,Wollte mich umbringen!
opinion_mind.manners_good,Gute Manieren
opinion_mind.manners_too_high,Zu gute Manieren
opinion_mind.manners_too_low,Ungehobelter Bauer
opinion_mind.pregnancy_father,Vater meines Kindes
opinion_mind.pregnancy_mother,Mutter meines Kindes
opinion_mind.dummy_bastard,Bastardkind eines Bauern
opinion_mind.lord_bastard,Bastardkind eines Lords
opinion_mind.child,Mein Kind
opinion_mind.parent,Mein Elternteil
opinion_mind.rescued_from_captivity,Hat mich aus der Gefangenschaft befreit!
opinion_mind.speeping_with_my_partner,Schläft mit meine Partner!
opinion_mind.uncle,Onkel/Tante
opinion_mind.nephew,Neffe/Nichte
opinion_mind.brother,Bruder/Schwester
opinion_mind.related_marriage,Durch Ehe verwandt
opinion_mind.returned_debt,Beglich eine Schuld
