Key,SimplifiedChinese
faction.name.20,晶辉国
faction.name.21,传说境
faction.name.22,冰霜堡
faction.name.23,兽林
faction.name.24,波涛市场
faction.name.25,蔓生域
faction.name.26,童话谷
faction.name.27,冰雪峡
faction.name.28,暗林
faction.name.29,镜池
faction.name.30,暮光堡
faction.name.31,梦坠岭
faction.name.32,翡丘
faction.name.33,金港
faction.name.34,亮银河
faction.name.35,迷失城
faction.name.36,雷霆峰
faction.name.37,沙尘岩
faction.name.38,生机谷
faction.name.39,琥晓
faction.name.40,晶洞
faction.name.41,翡迷
faction.name.42,星林
faction.name.43,烈冠
faction.name.44,金港
faction.name.45,清月
faction.name.46,风炎
faction.name.47,星居
faction.name.48,渡鸦镇
faction.name.49,影驰
faction.name.50,火谷
faction.name.51,荫庇之地
faction.name.52,闪谷
faction.name.53,底堡
faction.name.54,魔缘
faction.name.55,晶光城
faction.name.56,忘域
faction.name.57,烈瀑
faction.name.58,幻梦峰
faction.name.59,冰霜峰
faction.name.60,漫雾城
faction.name.61,兽港
faction.name.62,隐塔
faction.name.63,越峡
faction.name.64,风草
faction.name.65,暗洞
faction.name.66,冰瀑
faction.name.67,幻城
faction.name.68,寂静之滨
faction.name.69,密丛
faction.name.70,烈晓
faction.name.71,生机绿洲
faction.name.72,阳巷
faction.name.73,雾溪
faction.name.74,迷失哨所
faction.name.75,金刺
faction.deserted_soldiers,逃兵流寇
faction.player_untitled,次等领主
0map.appoint.sub_category.others,其他
9map.appoint.sub_category.expansion,展开
8map.appoint.sub_category.others,其他
product_change_price.neighbore_town_attacked,由于对{faction_uuid_town}的袭击，价格上涨了<red>{price_factor}%</red>。
no_defence_allies,无盟友
map.category.lords,领主
map.hostage_player,人质赎金
map.lord_low_loyalty,领主准备离开
map.lord_rebellion.nobody_support,无
map.lord_rebellion_heir,王位继承人的叛乱
map.lord_rebellion_king,预防叛乱
map.hire_bandits,雇佣强盗
map.solders_gift,提供帮助
map.appoint.events,事件
map.category.criminals,邪恶勾当
map.category.politics,政治
map.category.attack,攻击
map.category.marriage,婚姻
map.category.trade,贸易
map.abandoned_town,废弃城市
map.marriage_female,新婚的新娘
map.marriage_male,新婚的新郎
map.loan,借贷
map.king_tribute,劫掠的威胁
map.king_tribute_light,礼貌地要求进贡
map.demand_tribute,礼貌地要求进贡
map.assault_fair,掠夺城市
map.assault_unfair,掠夺城市
map.city_burn_ai,毁灭的威胁
map.demand_peace,和约提议
map.declared_peace_broken,和约解除
map.trade_agreement_broken,贸易协议终止
map.declared_peace,和平协议
map.demand_defence_alliance_to_player,联盟提议
map.declared_defence_alliance,自由城联盟
map.demand_defence_ally_army,请求援助
map.demand_vassal_waiting,等待回应
map.demand_vassal_attack_waiting,等待攻击
map.demand_vassal_light_player,要求成为附庸
map.demand_vassal_player,要求成为附庸
map.help_against_faceless,帮助对抗邪恶部族
map.demand_kill_own_bandits_camp,要求消灭强盗
map.conquest,恢复附庸关系
map.king_attack,要求围攻
map.demand_attack,要求围攻
map.slaves_offer,出售囚犯
map.trade_offer,贸易提议
map.trade_request,贸易请求
map.village,村庄
map.village_neighbore,邻邦君王的村庄
map.village.short,一个无法进行贸易、没有铁或高级工具的小型聚落。
map.burned_village,被烧毁的村庄
map.burned_village.short,一个被掠夺和烧毁的村庄。一段时间后，藏在周围森林的居民将返回并重建村庄，但目前这里没有人。
map.protect,攻击威胁
map.protect.short,一群强盗正在村庄附近聚集。
map.tribute,贡金
map.tribute.short,- 村庄已经收获了农作物并准备向你缴纳贡金。
map.mill,磨坊改进
map.mill.short,村长计划改进村里的磨坊。
map.hungry,饥荒
map.hungry.short,村里收成不好，亟需食物。
map.sick,瘟疫
map.sick.short,疾病暴发，亟需药品。
map.meat,新猪圈
map.meat.short,居民请求帮助建造一个猪圈。
map.bandits_camp,森林强盗营地
map.bandits_camp.short,由森林强盗居住，他们会偶尔攻击你的聚落。
map.bandits_hostage,人质 - {lord_name}
map.bandits_hostage.short,有人将一位领主扣为人质并要求支付赎金。
map.wolfes,附近有饿狼
map.wolfes.short,一群饿狼挡住了通往你聚落的道路。不过，它们可能很快就会离开。
map.slaves,逃犯
map.slaves.short,一群从{city_name}逃跑的囚犯在你的城镇附近被发现。
map.fanatics,鞭笞者队伍
map.fanatics.short,一小队鞭笞苦行者请求食物。
map.theif,在逃窃贼
map.theif.short,附近发现了一个窃贼，他最近在{city_name}城镇活动。
map.lord_in_run,逃亡的领主
map.lord_in_run.short,来自{house_name_1}的领主从{house_name_2}逃脱了。追兵就在附近。
map.lord_in_run_2,逃亡的领主
maplord_in_run_2.short,{house_name_1}的领主被强盗追赶。他的军队力量正在减弱。
map.lord_in_run_3,逃亡的领主
map.lord_in_run_3.short,{house_name_1}派系的领主决定离家避难。
map.lovers_in_run,
map.lovers_in_run.short,两个来自不同家族的年轻人相爱并私奔了。
map.caravan,受保护的商队
map.caravan.short,一支携带囚犯和货物的{house_name_1}商队正前往{city_name_2}。
map.dispute,
map.dispute.short,两个家族在争夺村庄的所有权。你可以支持其中一方。
map.bride,新娘正在寻找配偶。
map.bride.short,{soul_uuid_bride}已经到了适婚年龄，君王正在为她寻找合适的伴侣。
map.groom,新郎正在寻找配偶。
map.groom.short,{soul_uuid_groom}已经到了适婚年龄，君王正在为他寻找合适的伴侣。
map.q_hermit,
map.long.q_hermit,
map.q_hermit.short,
map.risk.q_hermit,
map.menu.quest.description,描述
map.menu.quest.details,详情
map.menu.quest.consequences,可能的结果
map.menu.quest.reward,可能的奖赏
map.menu.quest.reward_or,或
map.menu.status.days_left,剩余{remain_days}天
map.menu.modal.result.success,成功！
map.menu.modal.result.fail,失败！
map.menu.modal.ok,好
map.menu.status.timeless,无限期
map.menu.status.go_home,返回家乡
map.menu.quest.ignore,漠视
map.menu.quest.waiting,等待
map.menu.quest.time_over,协议已过期
map.menu.quest.tragic,悲惨事故
map.menu.quest.bad_opinion,恶劣关系
map.menu.quest.hostage_rescue,营救人质
map.menu.button.create_army,创建新部队
map.menu.button.send_army,派遣
map.menu.prepare_to_battle.header,在{place}的战斗
map.menu.prepare_to_battle.in_town,在{town_name}的城门
map.menu.prepare_to_battle.near_town,在{town_name}附近
map.menu.prepare_to_battle.battle_begin,战斗开始了
map.menu.town.guest_lords,领主宾客
map.menu.town.information,信息
map.menu.town.economic,经济
map.menu.town.army,军队
map.menu.army_composition,军队构成
map.menu.town.local_lords,领主
map.menu.town.ruling_family,统治家族
map.menu.town.status.hostile,敌对
map.menu.town.status.friendly,友好
map.menu.town.status.neutral,中立
map.menu.town.status.independent,独立
map.menu.town.status.vassal,附庸
map.menu.town.status.suzerain,宗主
map.menu.town.relations,关系
map.menu.messenger,信使
map.army,军队
map.declared_trade_agreement,贸易协议
map.forcing_neutrality,迫使中立
map.personal_conflict,邻邦冲突
map.help_against_bandits,帮助对抗强盗
map.help_against_mountains_bandits,帮助对抗山匪
map.neutralization_order,清除指令
map.menu.town.status.ally,在联盟中
map.menu.town.status.alliance_leader,联盟首领
map.stolen_rings_offer,失窃的圣戒
map.holy_defence_was_removed,"<red>神爱之家庇护已解除！</red>
 
 采取此激进行动后，你无法再请求<hint=hint_holy_protection>神爱之家庇护</hint>。"
map.holy_defence_will_be_removed,<hint=hint_holy_protection>神爱之家庇护</hint>将解除！
map.trade.offer.alias,城市出售：{resource_name}
map.trade.request.alias,城市购入：{resource_name}
map.menu.town.king_family,君王的家庭
map.menu.town.guests,宾客
map.menu.town.faction_lords,{town}的领主
map.menu.town.vassal_of,宗主国：
map.menu.town.ally_of,盟友：
map.player_vassal_rebellion,反叛的附庸
product_change_price.rats_invasion,由于<hint=hint_prophecy_rats_invasion>鼠灾</hint>，价格上涨了<red>{price_factor}%</red>。
product_change_price.tree_bug,由于<hint=hint_prophecy_tree_bug>蛀木虫</hint>，价格上涨了<red>{price_factor}%</red>。
product_change_price.fields_sick,由于<hint=hint_prophecy_fields_sick_one>作物感染</hint>，价格上涨了<red>{price_factor}%</red>。
map.universal_help.danger_army,<center>侵略者的军队：</center>
map.appoint.estimated_time,预计完成任务时间：{estimated_time}
map.appoint.estimated_time_army,此道路所需时间：{estimated_time}
map.appoint.tasks,行动
map.category.improve_relations,改善关系
map.guest.remain_stay_time,"<tight><center><b>角色出城了</b></center>。
 
 </tight>此角色目前是{faction_uuid}旗下城市的宾客。
 
 距离回家预计还剩：{remain_time}"
map.your_province,你的省邦
map.burn_town_waiting,准备烧毁这座城市
map.last_female_in_faction,你只剩下最后一位未婚女士
map.defence_alliance_leaving_ai,与盟友起冲突
map.defence_alliance_leaving_player,与联盟领袖起冲突
product_change_price.temporary,价格临时提高 <red>{price_factor}%</red>
actor.deep_social_alias.abuse_1,{name_initiator}羞辱了{name_target}
actor.deep_social_alias.abuse_2,{name_initiator}侮辱了{name_target}
actor.deep_social_alias.abuse_3,{name_initiator}斥责了{name_target}
actor.deep_social_alias.abuse_4,{name_initiator}把脚踩在了{name_target}身上
actor.deep_social_alias.abuse_5,{name_initiator}践踏了{name_target}
actor.deep_social_alias.abuse_6,{name_initiator}让{name_target}的心理防线崩溃了
actor.deep_social_alias.abuse_7,{name_initiator}让{name_target}沉默了
actor.deep_social_alias.deep_talk_1,{name_initiator}称赞了{name_target}
actor.deep_social_alias.deep_talk_2,{name_initiator}与{name_target}进行了诚挚交流
actor.deep_social_alias.deep_talk_3,{name_initiator}安慰了{name_target}
actor.deep_social_alias.deep_talk_4,{name_initiator}使{name_target}振作了起来
actor.deep_social_alias.deep_talk_5,{name_initiator}感谢了{name_target}
actor.deep_social_alias.deep_talk_6,{name_initiator}赞美了{name_target}
actor.deep_social_alias.deep_talk_7,{name_initiator}认可了{name_target}的贡献
actor.deep_social_alias.evil_joke_1,{name_initiator}嘲笑了{name_target}
actor.deep_social_alias.evil_joke_2,{name_initiator}愚弄了{name_target}
actor.deep_social_alias.evil_joke_3,{name_initiator}戏弄了{name_target}
actor.deep_social_alias.evil_joke_4,{name_initiator}嘲讽了{name_target}
actor.deep_social_alias.evil_joke_5,{name_initiator}滑稽地模仿了{name_target}
actor.deep_social_alias.evil_joke_6,{name_initiator}讥笑了{name_target}
actor.deep_social_alias.flattery_1,{name_initiator}奉承了{name_target}
actor.deep_social_alias.flattery_2,{name_initiator}拍了{name_target}的马屁
actor.deep_social_alias.flattery_3,{name_initiator}讨好{name_target}
actor.deep_social_alias.flattery_4,{name_initiator}在{name_target}面前卑躬屈膝
actor.deep_social_alias.flattery_5,{name_initiator}言不由衷地赞美了{name_target}
actor.deep_social_alias.flattery_6,{name_initiator}赞美了{name_target}
actor.deep_social_alias.flattery_7,{name_initiator}维护了{name_target}的自尊心
actor.deep_social_alias.good_joke_1,{name_initiator}与{name_target}在言辞上激烈地交锋
actor.deep_social_alias.good_joke_2,{name_initiator}对{name_target}讲了一个新笑话
actor.deep_social_alias.good_joke_3,{name_initiator}与{name_target}一起开怀大笑
actor.deep_social_alias.good_joke_4,{name_initiator}与{name_target}分享了一则轶事
actor.deep_social_alias.good_joke_5,{name_initiator}向{name_target}展示了一个拙劣的仿作
actor.deep_social_alias.intrigue_1,{name_initiator}与{name_target}分享了传闻
actor.deep_social_alias.intrigue_2,{name_initiator}向{name_target}揭示了全部真相
actor.deep_social_alias.intrigue_3,{name_initiator}证实了{name_target}的恐惧
actor.deep_social_alias.intrigue_4,{name_initiator}与{name_target}分享了一个秘密
actor.deep_social_alias.intrigue_5,{name_initiator}使{name_target}大开眼界
actor.deep_social_alias.intrigue_6,{name_initiator}揭示了{name_target}的本质
actor.deep_social_alias.intrigue_7,{name_initiator}向{name_target}委婉地暗示
actor.deep_social_alias.slight_1,{name_initiator}轻视{name_target}
actor.deep_social_alias.slight_2,{name_initiator}无视了{name_target}
actor.deep_social_alias.slight_3,{name_initiator}让{name_target}知道了自己几斤几两
actor.deep_social_alias.slight_4,{name_initiator}假装没听到{name_target}
actor.deep_social_alias.sorry_1,{name_initiator}向{name_target}道歉
actor.deep_social_alias.bye_1,{name_initiator}在离开前向{name_target}告别。
actor.deep_social_alias.bye_2,{name_initiator}向{name_target}保证会尽快回来。
actor.deep_social_alias.bye_3,{name_target}祝{name_initiator}一路平安。
actor.deep_social_alias.flirt_1,{name_initiator}正试图诱惑{name_target}
actor.deep_social_alias.flirt_2,{name_initiator}邀请{name_target}约会
actor.deep_social_alias.flirt_3,{name_initiator}正在和{name_target}偷情
actor.deep_social_alias.flirt_4,{name_initiator}向{name_target}保证今夜激情似火
opinion_mind_interest.hint_title,兴趣：{interest}
opinion_mind_interest.zodiak_signs,气味
opinion_mind_interest.beauty,外貌
opinion_mind_interest.age,青春的魅力
opinion_mind_interest.drank,酒精的影响
opinion_mind_interest.love,恋爱中
opinion_mind_interest.religious_fan,宗教分歧
opinion_mind_interest.scars,伤疤
opinion_mind_interest.ugly,破相
opinion_mind_interest.romantic,性需求
opinion_mind_interest.opinion,关系
opinion_mind_interest.manners,礼仪差异
opinion_mind_interest.guest,宾客
opinion_mind_interest.has_paramour,对现任伴侣的感情
opinion_mind_rumor_prefix,传闻：{rumor}
opinion_mind.abuse,侮辱了我
opinion_mind.abuse_paramour,侮辱了伴侣
opinion_mind.adultery,对我的不忠不知情
opinion_mind.blinded_relative,使一位亲人失明
opinion_mind.bribe_me,贿赂了我
opinion_mind.chitchat,闲聊
opinion_mind.close_relative,近亲
opinion_mind.convicted_of_adultery,伴侣的背叛
opinion_mind.coward,懦夫
opinion_mind.criminal,涉嫌犯罪
opinion_mind.deep_talk,进行深入交流
opinion_mind.drunk_fight,酒后斗殴
opinion_mind.beat_me,打了我
opinion_mind.envy_happy,太开心了！
opinion_mind.envy_runes,嫉妒别人的圣戒
opinion_mind.envy_for_babys,嫉妒别人的子嗣
opinion_mind.envy_for_victory,嫉妒别人的胜利
opinion_mind.evil_joke,嘲笑了我！
opinion_mind.ex_paramour,前任伴侣
opinion_mind.executed_relative,处决了一位亲人
opinion_mind.punished_me,惩罚了我！
opinion_mind.flattery,奉承了我
opinion_mind.flirt,即将到来的约会
opinion_mind.game_of_dice_loose,在骰子游戏中赢了我！
opinion_mind.gift,送了我一份礼物
opinion_mind.good_commander,成功的指挥官
opinion_mind.good_joke,一起开怀大笑！
opinion_mind.king_gift,送了我一份贵族礼物
opinion_mind.heir_envy,渴望王位
opinion_mind.hunt_together,一起狩猎
opinion_mind.intrigue,肮脏的谣言
opinion_mind.sorry,已道歉
opinion_mind.jealousy,势均力敌！
opinion_mind.love,我对他疯狂着迷！
opinion_mind.negative_rumor_1,在夜里吃东西
opinion_mind.negative_rumor_10,计划永远离开
opinion_mind.negative_rumor_11,患有性病
opinion_mind.negative_rumor_12,尿床
opinion_mind.negative_rumor_13,囤积垃圾
opinion_mind.negative_rumor_14,神秘的无神论者
opinion_mind.negative_rumor_15,睡在门边的垫子上
opinion_mind.negative_rumor_16,神秘的纵火狂
opinion_mind.negative_rumor_17,很少洗澡
opinion_mind.negative_rumor_18,总是会把剩菜吃干净
opinion_mind.negative_rumor_19,夜间裸奔
opinion_mind.negative_rumor_2,挖鼻孔
opinion_mind.negative_rumor_20,被恶灵附身
opinion_mind.negative_rumor_21,崇拜树桩
opinion_mind.negative_rumor_22,无法进行性行为
opinion_mind.negative_rumor_23,挠腋下
opinion_mind.negative_rumor_24,吃昆虫
opinion_mind.negative_rumor_25,在夜里尖叫
opinion_mind.negative_rumor_3,偷窥仆人
opinion_mind.negative_rumor_4,放屁
opinion_mind.negative_rumor_6,酗酒
opinion_mind.negative_rumor_7,在背后说坏话
opinion_mind.negative_rumor_8,偷餐具
opinion_mind.negative_rumor_9,变秃了
opinion_mind.night_murder,凶恶的杀手
opinion_mind.other_relatives,其他亲戚
opinion_mind.paramour,灵魂伴侣
opinion_mind.paranoid_hate,偏执的仇恨
opinion_mind.personality_arrogant,蔑视穷人
opinion_mind.personality_contradictory_hate,无法解释的仇恨
opinion_mind.personality_contradictory_love,无法解释的爱
opinion_mind.personality_mismatch,不讨人喜欢的性格
opinion_mind.personality_mismatch_heavy,极其不讨人喜欢的性格
opinion_mind.positive_rumor_1,悄悄地写诗
opinion_mind.positive_rumor_10,神秘的浪漫主义者
opinion_mind.positive_rumor_11,后悔过去
opinion_mind.positive_rumor_12,能看见亡者
opinion_mind.positive_rumor_13,绝症
opinion_mind.positive_rumor_15,喜爱孩子
opinion_mind.positive_rumor_16,养了一只宠物鼠
opinion_mind.positive_rumor_17,有催眠能力
opinion_mind.positive_rumor_18,暗恋
opinion_mind.positive_rumor_2,房事温柔
opinion_mind.positive_rumor_3,隐藏的抑郁症
opinion_mind.positive_rumor_4,受罪恶感折磨
opinion_mind.positive_rumor_5,种花
opinion_mind.positive_rumor_6,梦想学习飞行
opinion_mind.positive_rumor_7,收集腰带扣
opinion_mind.positive_rumor_8,暗中帮助病人
opinion_mind.positive_rumor_9,一夜能做五次
opinion_mind.pretender_envy,嫉妒王位继承人
opinion_mind.refuse_flirt,拒绝约会
opinion_mind.refuse_flirt_full,他拒绝了我！他怎么敢的！
opinion_mind.reward_me,奖赏了我
opinion_mind.sex,一起过夜了！
opinion_mind.shame_relative,让亲人蒙羞
opinion_mind.slight,轻视我
opinion_mind.spouse,配偶
opinion_mind.suspicion_of_adultery,涉嫌通奸
opinion_mind.try_to_kill_me,企图杀我！
opinion_mind.manners_good,彬彬有礼
opinion_mind.manners_too_high,过于彬彬有礼
opinion_mind.manners_too_low,粗鄙的平民
opinion_mind.pregnancy_father,我孩子的父亲
opinion_mind.pregnancy_mother,我孩子的母亲
opinion_mind.dummy_bastard,平民的私生子
opinion_mind.lord_bastard,领主的私生子
opinion_mind.child,我的孩子
opinion_mind.parent,我的父母
opinion_mind.rescued_from_captivity,把我从囚禁中救了出来！
opinion_mind.speeping_with_my_partner,和我的伴侣睡在一起！
opinion_mind.uncle,叔叔/阿姨
opinion_mind.nephew,侄子/侄女
opinion_mind.brother,兄弟/姐妹
opinion_mind.related_marriage,姻亲关系
opinion_mind.returned_debt,还债
opinion_mind.not_returned_debt,背叛了我的信任
opinion_mind.not_returned_debt_neighbor,未能偿还邻邦的债务
opinion_mind.player_paid_tribute,向我进贡
opinion_mind.player_refuse_to_pay,拒绝支付
opinion_mind.king_demand_pay,向我勒索贡金
opinion_mind.attacked_me,攻击了我
opinion_mind.attack_neighbors,攻击邻邦
opinion_mind.attack_traity,对我的攻击
opinion_mind.attack_traity_neighbors,对邻邦的攻击
opinion_mind.attack_coward,未能前来决斗
opinion_mind.vassal,我的附庸
opinion_mind.senior,我的领主
opinion_mind.vassal_duty_did,履行了附庸的职责
opinion_mind.betrayal,背叛了我
opinion_mind.betray_vassal_oath,违反了附庸的誓言
opinion_mind.king_bastard,私生子没有资格戴上王冠！
opinion_mind.king_woman,女人没有资格戴上王冠！
opinion_mind.greetings_me,向我致以问候
opinion_mind.loot_my_village,掠夺了我的村庄
opinion_mind.friend_of_bandits,与森林强盗做交易
opinion_mind.enemy_of_bandits,打败了森林强盗
opinion_mind.killed_wolves,杀死了一群狼
opinion_mind.kicked_out,流放了我
opinion_mind.take_title,剥夺了我的爵位
opinion_mind.kicked_out_my_lord,流放了我的领主
opinion_mind.discharge,缓和关系
opinion_mind.free_lord_terror,企图杀害自由领主
opinion_mind.my_teacher,我的导师
opinion_mind.dictator_habits,独裁倾向
opinion_mind.threatened_me,威胁了我
opinion_mind.crime_criminal_not_punished,罪犯逍遥法外
opinion_mind.friend_of_my_child,孩子的朋友
opinion_mind.best_friend_of_my_child,孩子的挚友
opinion_mind.enemy_of_my_child,孩子的敌人
opinion_mind.worst_enemy_of_my_child,孩子的死敌
opinion_mind.friend_of_my_spouce,配偶的朋友
opinion_mind.best_friend_of_my_spouce,配偶的挚友
opinion_mind.enemy_of_my_spouce,配偶的敌人
opinion_mind.worst_enemy_of_my_spouce,配偶的死敌
opinion_mind.sex_with_other,我的爱人和别人上床了
opinion_mind.caring_parent,关爱孩子的父母
opinion_mind.good_child,顺从的后代
opinion_mind.start_friend,老盟友
opinion_mind.start_sympathy,同情
opinion_mind.start_dislike,反感
opinion_mind.start_enemy,宿敌
opinion_mind.too_smart,过于聪明
opinion_mind.sinner,罪人（狂热）
opinion_mind.was_punished,受到了惩罚
opinion_mind.trade_with_enemy,与我的敌人交易
opinion_mind.dont_kill_bandits,未能消灭强盗
opinion_mind.kill_not_own_bandits,干涉他人事务
opinion_mind.killed_my_friend,杀了我的朋友
opinion_mind.killed_my_enemy,杀了我的敌人
opinion_mind.first_night_together,第一次一起过夜
opinion_mind.loot_vassal_village,掠夺了附庸的村庄
opinion_mind.trade_with_me,成功的交易
opinion_mind.victorious_generosity,胜利者的慷慨
opinion_mind.knocked_up_my_daughter,使我的女儿怀孕
opinion_mind.rebelled_against_kin,反抗他们自己的君王
opinion_mind.traitors_slander,对叛徒的诽谤
opinion_mind.not_control_own_bandits,无法管束他们的强盗
opinion_mind.unholly_hospitality,违反了待客之道
opinion_mind.demand_vassalage_to_me,企图征服我
opinion_mind.mind_kidnaper,绑架者
opinion_mind.mind_kidnaper_neighbore,绑架了邻邦的领主
opinion_mind.mind_assassinate,派出刺客
opinion_mind.mind_assassinate_neighbore,派刺客前往邻邦
opinion_mind.dead_captive,人质已死亡
opinion_mind.captive_hold,挟持人质
opinion_mind.release_captive,释放人质
opinion_mind.captive_terror,折磨人质
opinion_mind.lord_rebellion_support_heir_to_heir,支持了一次叛乱
opinion_mind.lord_rebellion_support_king_to_heir,没有支持叛乱
opinion_mind.lord_rebellion_support_heir_to_king,没有支持合法统治者
opinion_mind.lord_rebellion_support_king_to_king,支持合法统治者
opinion_mind.poaching_my_lords,挖走了我的领主
opinion_mind.betrayed_home,背叛了自己的家乡
opinion_mind.book_stealer,偷走书籍
opinion_mind.gold_stealer,实施了抢劫
opinion_mind.refuse_light_vassals,拒绝了附庸关系
opinion_mind.showed_weakness,示弱
opinion_mind.guest_death_for_owners,家庭成员的蹊跷死亡
opinion_mind.guest_death_for_opponents,宾客的蹊跷死亡
opinion_mind.faceless,邪恶部族
opinion_mind.not_faceless,非邪恶部族
opinion_mind.hate_males,厌男
opinion_mind.hate_females,厌女
opinion_mind.blissful,幸福
opinion_mind.saint,圣洁
opinion_mind.drug_addict,蜜酿成瘾者
opinion_mind.coward,懦夫
opinion_mind.help_against_facelesse,帮助对抗邪恶部族
opinion_mind.tried_to_poison,投毒未遂
opinion_mind.tried_to_poison_my_member,企图毒害我的领主
opinion_mind.greedy,贪婪
opinion_mind.king_role_weaker_than_me,比我弱小（凯登）
opinion_mind.king_role_stronger_than_me,比我强大（凯登）
opinion_mind.king_role_poorer_than_me,比我贫穷（马哈）
opinion_mind.king_role_reacher_than_me,比我富裕（马哈）
opinion_mind.king_role_agnostic,不可知论者（塔纳亚）
opinion_mind.king_role_fanatic,狂热信徒（塔纳亚）
opinion_mind.king_role_bandit_torelate,容忍强盗（凯登）
opinion_mind.king_role_fight_with_bandit,与强盗作战（凯登）
opinion_mind.king_role_many_slaves,很多囚犯（瓦恩）
opinion_mind.king_role_no_slaves,没有囚犯（瓦恩）
opinion_mind.king_role_vassal,附庸（瓦恩）
opinion_mind.king_role_suzerain,宗主（瓦恩）
opinion_mind.king_role_dumber_than_me,比我愚蠢（马哈）
opinion_mind.king_role_smarter_than_me,比我聪明（马哈）
opinion_mind.women_king,王位上的女人
opinion_mind.disinherited_me,剥夺了我的继承权
opinion_mind.illigal_heir,非法继承人
opinion_mind.few_fanatics,缺少狂热信徒
opinion_mind.few_churchs,没有足够的圣堂
opinion_mind.enough_fanatics,城中有很多狂热信徒
opinion_mind.enough_churchs,足够数量的圣堂
opinion_mind.blissful,幸福
opinion_mind.provoke_duel,挑起了一场决斗
opinion_mind.provoke_duel_neighbore,挑起与邻邦的对决
opinion_mind.declare_peace,和约
opinion_mind.trade_agreement,贸易协议
opinion_mind.cruel_ruler,奸诈的统治者
opinion_mind.bishop_frogivness,已被原谅
opinion_mind.enemy_of_bandits_bishop,摧毁了强盗营地
opinion_mind.pitty,怜悯
opinion_mind.help_in_rescue,帮助解放
opinion_mind.lord_lowborn,低阶贵族
opinion_mind.matriarch_fanatic_mind,城市中的狂热信徒数量（{percent}）
opinion_mind.friend_lost_title,剥夺了我朋友的爵位
opinion_mind.bishop_opinion,主教的意见
opinion_mind.defence_alliance_lost_soldier,援军损失
opinion_mind.defence_alliance_lost_lord,援军指挥官阵亡
opinion_mind.defence_alliance_broken,联盟破裂
opinion_mind.defence_alliance,与我同属一个联盟
opinion_mind.defence_alliance_send_army,尊重联盟
opinion_mind.defence_alliance_broken_neighbore,背叛了盟友
opinion_mind.new_bishop,新主教区
opinion_mind.enemy_of_my_ally,盟友的敌人
opinion_mind.ally_of_my_enemy,敌人的盟友
opinion_mind.same_culture,同种文化
opinion_mind.xenophobic_culture,被厌恶的文化
opinion_mind.slander_to_other_king,对另一位君王心怀怨恨
opinion_mind.slander_from_other_king,诽谤
opinion_mind.help_in_vassal_riot_to_vassal,帮助争取独立
opinion_mind.help_in_vassal_riot_to_sir,帮助叛乱的附庸
opinion_mind.help_in_lords_family_attack_to_victim,帮助防御城市
opinion_mind.help_in_lords_family_attack_to_attacker,帮助击退我们的进攻
opinion_mind.help_in_lords_family_destroy_to_victim,帮助拯救城市免遭毁灭
opinion_mind.help_in_lords_family_destroy_to_attacker,帮助拯救城市免遭毁灭
opinion_mind.help_in_mountais_bandits_attack,协助击溃了山匪
opinion_mind.helped_tanaya_king,帮助塔纳亚的君王
opinion_mind.helped_makha_king,帮助马哈的君王
opinion_mind.rival_for_power,争夺权力的对手
opinion_mind.crown_desire,渴望成王
opinion_mind.bishop_to_fanatic,狂热信徒
opinion_mind.bishop_to_agnostic,不可知论者
opinion_mind.transfered_king,放弃王位
opinion_mind.distrust,不信任
opinion_mind.try_to_vassal_my_vassal,试图征服我的附庸
opinion_mind.contempt_of_genius,任何其他统治者都是无名小卒！
opinion_mind.force_neutrality_my_ally,迫使盟友保持中立
opinion_mind.force_neutrality_my_vassal,迫使附庸保持中立
opinion_mind.force_neutrality_me,迫使我保持中立
opinion_mind.force_neutrality_to_leader,违背协议
opinion_mind.competitor_for_influence,争夺影响力的对手
opinion_mind.ally_was_attacked,攻击了我的盟友
opinion_mind.vassal_was_attacked,攻击了我的附庸
opinion_mind.spouses_opinion_about_king,配偶的意见
opinion_mind.sir_of_my_enemy,敌人的宗主国
opinion_mind.ally_of_my_enemy,敌人的盟友
opinion_mind.bishop_is_dead,主教蹊跷死亡
opinion_mind.purification_by_fire,经受火焰净化
opinion_mind.personal_conflict_ignore,害怕卷入冲突
opinion_mind.personal_conflict_support_me,在冲突中支持了我
opinion_mind.personal_conflict_support_enemy,在冲突中支持了我的敌人
opinion_mind.betray_sir_oath,违反了宗主的誓言
opinion_mind.lord_neutralised,帮助摆脱麻烦的领主
opinion_mind.apostate,叛教者
opinion_mind.purchase_stolen_rings,买下了从我这里窃取的圣戒！
opinion_mind.took_my_house,占了我的房子！
opinion_mind.family_relative_strange_dead,亲人去世
opinion_mind.want_to_burn_my_town,他要烧毁我的城市！
opinion_mind.want_to_burn_town_unfair_neighbores,对邻邦的攻击
opinion_mind.defence_alliance_not_help,背叛了盟友
opinion_mind.praise_from_other_king,来自领邦的赞美
opinion_mind.demand_tribute_neighbors,向邻邦索要贡金
opinion_mind.king_diplomacy,与使者交流
opinion_mind.strong_sir_army,宗主国军队的实力
opinion_mind.allowed_death_of_close,对亲人的离世感到释怀
opinion_mind.crown_envy,觊觎王位
opinion_mind.forced_marriage,强迫婚姻
opinion_mind.ex_heir_enemy,前王位竞争者
opinion_mind.king_defied_church,挑战教会权威
opinion_mind.agnostic_to_fanatic,该死的狂热信徒（不可知论）
opinion_mind.fanatic_to_agnostic,该死的不可知论者（狂热）
opinion_mind.untitled_to_others,嫉妒爵位
