Key,Korean
faction.name.48,레이븐 타운
faction.name.49,섀도우글라이드
faction.name.50,스파크베일
faction.name.51,트리우드
faction.name.52,글림베일
faction.name.53,언더킵
faction.name.54,인챈티지
faction.name.55,크리스탈라이트
faction.name.56,포가튼리치
faction.name.57,블레이즈폴
faction.name.58,드림크레스트
faction.name.59,프로스트픽
faction.name.60,그레이트미스트
faction.name.61,비스트헤이븐
faction.name.62,히든스파이어
faction.name.63,오버캐년
faction.name.64,윈디 미도우
faction.name.65,다크 케이브
faction.name.66,아이시 캐스케이드
faction.name.67,미스틱 시티
faction.name.68,사일런트 쇼어
faction.name.69,덴스 티킷
faction.name.70,블레이징 던
faction.name.71,리빙 오아시스
faction.name.72,선릿 앨리
faction.name.73,미스티 브룩
faction.name.74,로스트 센티넬
faction.name.75,골든스파이크
faction.deserted_soldiers,탈영병
faction.player_untitled,소영주
0map.appoint.sub_category.others,기타
9map.appoint.sub_category.expansion,확장
8map.appoint.sub_category.others,기타
product_change_price.neighbore_town_attacked,{faction_uuid_town}에 대한 공격으로 가격이 <red>{price_factor}%</red> 상승했습니다.
no_defence_allies,아군 없음
map.category.lords,영주
map.hostage_player,인질 몸값
map.lord_low_loyalty,영주가 떠날 준비를 마침
map.lord_rebellion.nobody_support,없음
map.lord_rebellion_heir,후계자 반란
map.lord_rebellion_king,반란 방지
map.hire_bandits,도적단 고용 중
map.solders_gift,도움 제공
map.appoint.events,사건
map.category.criminals,악행
map.category.politics,정치
map.category.attack,공격
map.category.marriage,결혼
map.category.trade,무역
map.abandoned_town,버려진 도시
map.marriage_female,결혼할 신부
map.marriage_male,결혼할 신랑
map.loan,대출
map.king_tribute,약탈 위협
map.king_tribute_light,정중한 공물 요구
map.demand_tribute,정중한 공물 요구
map.assault_fair,도시 약탈
map.assault_unfair,도시 약탈
map.city_burn_ai,파괴 위협
map.demand_peace,평화 조약 제안
map.declared_peace_broken,평화 조약 해제
map.trade_agreement_broken,무역 협정 종료
map.declared_peace,평화 협정
map.demand_defence_alliance_to_player,동맹 제안
map.declared_defence_alliance,자유 도시 동맹
map.demand_defence_ally_army,지원 요청
map.demand_vassal_waiting,응답 대기 중
map.demand_vassal_attack_waiting,공격 대기 중
map.demand_vassal_light_player,봉신화 요구
map.demand_vassal_player,봉신화 요구
map.help_against_faceless,불경한 군단에 맞선 지원
map.demand_kill_own_bandits_camp,도적단 섬멸 요구
map.conquest,봉신 수복
map.king_attack,공성 요구
map.demand_attack,공성 요구
map.slaves_offer,수감자 판매
map.trade_offer,거래 제안
map.trade_request,거래 요청
map.village,마을
map.village_neighbore,이웃 왕의 마을
map.village.short,"무역, 철, 고급 도구를 이용할 수 없는 작은 정착지."
map.burned_village,불탄 마을
map.burned_village.short,약탈당하고 불에 탄 마을. 시간이 지나면 주변에 있는 숲에 숨은 거주민들이 돌아와 마을을 재건합니다. 하지만 지금은 마을에 아무도 없습니다.
map.protect,공격 위협
map.protect.short,도적단 무리가 마을 주변에 모이고 있습니다.
map.tribute,공물
map.tribute.short,- 마을에서 수확한 것을 모아 공물을 바칠 준비를 마쳤습니다.
map.mill,방앗간 개선
map.mill.short,마을 장로가 마을 방앗간을 개선할 계획을 세웁니다.
map.hungry,기근
map.hungry.short,마을의 작황이 안 좋습니다. 음식이 필요합니다.
map.sick,역병
map.sick.short,질병이 발발했습니다. 약이 시급하게 필요합니다.
map.meat,새 돼지우리
map.meat.short,거주민들이 새로운 돼지우리를 짓는 것을 도와달라고 요청합니다.
map.bandits_camp,숲속 도적단 진영
map.bandits_camp.short,숲속 도적단이 거주하는 곳입니다. 종종 정착지를 공격합니다.
map.bandits_hostage,인질 - {lord_name}
map.bandits_hostage.short,영주가 인질로 잡혔습니다. 몸값을 요구합니다.
map.wolfes,인근의 살육늑대
map.wolfes.short,살육늑대 무리가 정착지로 가는 도로를 막았습니다. 하지만 곧 떠날 수도 있습니다.
map.slaves,도망 중인 수감자
map.slaves.short,{city_name}에서 도망친 수감자 무리가 당신의 도시 인근에서 목격되었습니다.
map.fanatics,고행자 무리
map.fanatics.short,고행 중인 소규모의 순례자 무리가 음식을 요청합니다.
map.theif,도망 중인 도둑
map.theif.short,최근 {city_name}에서 활동했던 도둑이 근처에서 목격되었습니다.
map.lord_in_run,도망 중인 영주
map.lord_in_run.short,{house_name_1} 영주가 {house_name_2}의 억류에서 탈출했습니다. 추적자들이 가까이 있습니다.
map.lord_in_run_2,도망 중인 영주
maplord_in_run_2.short,{house_name_1} 영주가 도적들에게 쫓기고 있습니다. 영주의 병력이 고갈되고 있습니다.
map.lord_in_run_3,도망 중인 영주
map.lord_in_run_3.short,{house_name_1} 진영의 영주가 고향을 떠나 피난처를 찾기로 했습니다.
map.lovers_in_run,
map.lovers_in_run.short,서로 다른 가문의 두 청년이 사랑에 빠져 도망쳤습니다.
map.caravan,보호 상단
map.caravan.short,수감자와 상품을 실은 {house_name_1} 상단이 {city_name_2}에 가는 중입니다.
map.dispute,
map.dispute.short,두 가문이 마을의 소유권을 놓고 다투고 있습니다. 둘 중 한 명을 지지할 수 있습니다.
map.bride,신부가 짝을 찾고 있습니다.
map.bride.short,{soul_uuid_bride}이(가) 결혼할 나이가 되었습니다. 왕이 적절한 파트너를 찾고 있습니다.
map.groom,신랑이 짝을 찾고 있습니다.
map.groom.short,{soul_uuid_groom}이(가) 결혼할 나이가 되었습니다. 왕이 적절한 파트너를 찾고 있습니다.
map.q_hermit,
map.long.q_hermit,
map.q_hermit.short,
map.risk.q_hermit,
map.menu.quest.description,설명
map.menu.quest.details,세부 내용
map.menu.quest.consequences,가능한 결과
map.menu.quest.reward,가능한 보상
map.menu.quest.reward_or,또는
map.menu.status.days_left,{remain_days}일 남음
map.menu.modal.result.success,성공!
map.menu.modal.result.fail,실패!
map.menu.modal.ok,확인
map.menu.status.timeless,무기한
map.menu.status.go_home,복귀 중
map.menu.quest.ignore,무시 중
map.menu.quest.waiting,대기 중
map.menu.quest.time_over,협정 만료
map.menu.quest.tragic,비극적인 사고
map.menu.quest.bad_opinion,나쁜 관계
map.menu.quest.hostage_rescue,인질 구출
map.menu.button.create_army,새로운 분대 생성
map.menu.button.send_army,파병
map.menu.prepare_to_battle.header,{place} 전투
map.menu.prepare_to_battle.in_town,{town_name} 관문
map.menu.prepare_to_battle.near_town,{town_name} 근처
map.menu.prepare_to_battle.battle_begin,전투 시작됨
map.menu.town.guest_lords,손님으로 온 영주
map.menu.town.information,정보
map.menu.town.economic,경제
map.menu.town.army,군대
map.menu.army_composition,군대 구성
map.menu.town.local_lords,영주
map.menu.town.ruling_family,통치 가문
map.menu.town.status.hostile,적대적
map.menu.town.status.friendly,우호적
map.menu.town.status.neutral,중립
map.menu.town.status.independent,독립적
map.menu.town.status.vassal,봉신
map.menu.town.status.suzerain,종주
map.menu.town.relations,관계
map.menu.messenger,전령
map.army,군대
map.declared_trade_agreement,무역 협정
map.forcing_neutrality,중립 강요 중
map.personal_conflict,이웃 간의 갈등
map.help_against_bandits,도적단 대항 지원
map.help_against_mountains_bandits,약탈자 대항 지원
map.neutralization_order,무력화 명령
map.menu.town.status.ally,동맹 소속
map.menu.town.status.alliance_leader,동맹 지도자
map.stolen_rings_offer,도둑맞은 신성 반지
map.holy_defence_was_removed,"<red>사랑의 가족의 보호가 해제되었습니다!</red>
 
 공격적인 행동은 <hint=hint_holy_protection>사랑의 가족의 보호</hint>가 필요하지 않다는 의미입니다."
map.holy_defence_will_be_removed,<hint=hint_holy_protection>사랑의 가족의 보호</hint>가 해제됩니다!
map.trade.offer.alias,도시 판매품: {resource_name}
map.trade.request.alias,도시 구매품: {resource_name}
map.menu.town.king_family,왕의 가족
map.menu.town.guests,손님
map.menu.town.faction_lords,{town} 영주
map.menu.town.vassal_of,종주:
map.menu.town.ally_of,동맹:
map.player_vassal_rebellion,반란 봉신
product_change_price.rats_invasion,<hint=hint_prophecy_rats_invasion>쥐의 습격</hint>으로 가격이 <red>{price_factor}%</red> 상승했습니다.
product_change_price.tree_bug,<hint=hint_prophecy_tree_bug>나무좀</hint>으로 가격이 <red>{price_factor}%</red> 상승했습니다.
product_change_price.fields_sick,<hint=hint_prophecy_fields_sick_one>농작물 감염</hint>으로 가격이 <red>{price_factor}%</red> 상승했습니다.
map.universal_help.danger_army,<center>공격자 군대:</center>
map.appoint.estimated_time,임무 완료 예상 시간: {estimated_time}
map.appoint.estimated_time_army,도로 소요 시간: {estimated_time}
map.appoint.tasks,행동
map.category.improve_relations,관계 개선
map.guest.remain_stay_time,"<tight><center><b>캐릭터가 도시에 없음</b></center>.
 
 </tight>이 캐릭터는 현재 {faction_uuid} 도시에 손님으로 있습니다.
 
 아마 {remain_time} 후에 집으로 돌아올 것입니다."
map.your_province,내 영지
map.burn_town_waiting,도시를 불태우려 준비하는 중
map.last_female_in_faction,미혼 여성이 하나 남았습니다.
map.defence_alliance_leaving_ai,동맹과의 갈등
map.defence_alliance_leaving_player,동맹 수장과의 갈등
product_change_price.temporary,일시적 가격 인상 <red>{price_factor}%</red>
actor.deep_social_alias.abuse_1,{name_initiator}이(가) {name_target}에게 굴욕을 주었습니다.
actor.deep_social_alias.abuse_2,{name_initiator}이(가) {name_target}을(를) 모욕했습니다.
actor.deep_social_alias.abuse_3,{name_initiator}이(가) {name_target}을(를) 질책했습니다.
actor.deep_social_alias.abuse_4,{name_initiator}이(가) {name_target}에게 발을 닦았습니다.
actor.deep_social_alias.abuse_5,{name_initiator}이(가) {name_target}을(를) 진흙 속에서 짓밟았습니다.
actor.deep_social_alias.abuse_6,{name_initiator}이(가) {name_target}의 감정에 상처를 주었습니다.
actor.deep_social_alias.abuse_7,{name_initiator}이(가) {name_target}을(를) 침묵시켰습니다.
actor.deep_social_alias.deep_talk_1,{name_initiator}이(가) {name_target}을(를) 칭찬했습니다.
actor.deep_social_alias.deep_talk_2,{name_initiator}이(가) {name_target}와(과) 깊은 대화를 나눴습니다.
actor.deep_social_alias.deep_talk_3,{name_initiator}이(가) {name_target}을(를) 위로했습니다.
actor.deep_social_alias.deep_talk_4,{name_initiator}이(가) {name_target}을(를) 격려했습니다.
actor.deep_social_alias.deep_talk_5,{name_initiator}이(가) {name_target}에게 감사를 표했습니다.
actor.deep_social_alias.deep_talk_6,{name_initiator}이(가) {name_target}을(를) 칭찬했습니다.
actor.deep_social_alias.deep_talk_7,{name_initiator}이(가) {name_target}에게 공을 돌렸습니다.
actor.deep_social_alias.evil_joke_1,{name_initiator}이(가) {name_target}을(를) 조롱했습니다.
actor.deep_social_alias.evil_joke_2,{name_initiator}이(가) {name_target}을(를) 바보 취급했습니다.
actor.deep_social_alias.evil_joke_3,{name_initiator}이(가) {name_target}을(를) 놀렸습니다.
actor.deep_social_alias.evil_joke_4,{name_initiator}이(가) {name_target}을(를) 조롱했습니다.
actor.deep_social_alias.evil_joke_5,{name_initiator}이(가) {name_target}을(를) 따라 했습니다.
actor.deep_social_alias.evil_joke_6,{name_initiator}이(가) {name_target}을(를) 비꼬며 조롱했습니다.
actor.deep_social_alias.flattery_1,{name_initiator}이(가) {name_target}에게 아첨했습니다.
actor.deep_social_alias.flattery_2,{name_initiator}이(가) {name_target}에게 알랑거렸습니다.
actor.deep_social_alias.flattery_3,{name_initiator}이(가) {name_target}의 환심을 샀습니다.
actor.deep_social_alias.flattery_4,{name_initiator}이(가) {name_target}에게 굽실거렸습니다.
actor.deep_social_alias.flattery_5,{name_initiator}이(가) 거짓으로 {name_target}을(를) 칭찬했습니다.
actor.deep_social_alias.flattery_6,{name_initiator}이(가) {name_target}을(를) 격찬했습니다.
actor.deep_social_alias.flattery_7,{name_initiator}이(가) {name_target}의 자존감을 높여주었습니다.
actor.deep_social_alias.good_joke_1,{name_initiator}이(가) {name_target}와(과) 재담을 나누었습니다.
actor.deep_social_alias.good_joke_2,{name_initiator}이(가) {name_target}에게 새로운 농담을 했습니다.
actor.deep_social_alias.good_joke_3,{name_initiator}이(가) {name_target}와(과) 크게 웃었습니다.
actor.deep_social_alias.good_joke_4,{name_initiator}이(가) {name_target}에게 이야기를 들려주었습니다.
actor.deep_social_alias.good_joke_5,{name_initiator}이(가) {name_target}에게 따라 하는 모습을 보여주었습니다.
actor.deep_social_alias.intrigue_1,{name_initiator}이(가) {name_target}에게 소문을 알려주었습니다.
actor.deep_social_alias.intrigue_2,{name_initiator}이(가) {name_target}에게 모든 진실을 밝혔습니다.
actor.deep_social_alias.intrigue_3,{name_initiator}이(가) {name_target}의 두려움을 확인했습니다.
actor.deep_social_alias.intrigue_4,{name_initiator}이(가) {name_target}에게 비밀을 공유했습니다.
actor.deep_social_alias.intrigue_5,{name_initiator}이(가) {name_target}의 눈을 뜨게 했습니다.
actor.deep_social_alias.intrigue_6,{name_initiator}이(가) {name_target}의 실체를 밝혔습니다.
actor.deep_social_alias.intrigue_7,{name_initiator}이(가) {name_target}에게 넌지시 알려주었습니다.
actor.deep_social_alias.slight_1,{name_initiator}이(가) {name_target}을(를) 무시했습니다.
actor.deep_social_alias.slight_2,{name_initiator}이(가) {name_target}을(를) 무시했습니다.
actor.deep_social_alias.slight_3,{name_initiator}이(가) {name_target}의 코를 납작하게 만들었습니다.
actor.deep_social_alias.slight_4,{name_initiator}이(가) {name_target}의 말을 못 들은 척했습니다.
actor.deep_social_alias.sorry_1,{name_initiator}이(가) {name_target}에게 사과했습니다.
actor.deep_social_alias.bye_1,{name_initiator}이(가) 떠나기 전에 {name_target}에게 작별 인사를 합니다.
actor.deep_social_alias.bye_2,{name_initiator}이(가) {name_target}에게 최대한 빨리 돌아오겠다고 약속합니다.
actor.deep_social_alias.bye_3,{name_target}이(가) {name_initiator}에게 안전한 여행이 되길 바란다고 말합니다.
actor.deep_social_alias.flirt_1,{name_initiator}(이)가 {name_target}에 대한 유혹을 시도합니다
actor.deep_social_alias.flirt_2,{name_initiator}(이)가 {name_target}(을)를 데이트에 초대합니다
actor.deep_social_alias.flirt_3,{name_initiator}(이)가 {name_target}에게 위험할 정도로 구애합니다
actor.deep_social_alias.flirt_4,{name_initiator}(이)가 {name_target}에게 뜨거운 밤을 약속합니다
opinion_mind_interest.hint_title,관심: {interest}
opinion_mind_interest.zodiak_signs,냄새
opinion_mind_interest.beauty,외모
opinion_mind_interest.age,젊음의 매력
opinion_mind_interest.drank,술의 영향
opinion_mind_interest.love,사랑에 빠짐
opinion_mind_interest.religious_fan,종교 불일치
opinion_mind_interest.scars,흉터
opinion_mind_interest.ugly,신체 훼손
opinion_mind_interest.romantic,성관계 욕구
opinion_mind_interest.opinion,관계
opinion_mind_interest.manners,예의 차이
opinion_mind_interest.guest,손님
opinion_mind_interest.has_paramour,현재 파트너에 대한 감정
opinion_mind_rumor_prefix,소문: {rumor}
opinion_mind.abuse,나를 모욕함
opinion_mind.abuse_paramour,파트너를 모욕함
opinion_mind.adultery,내 외도 사실을 모름
opinion_mind.blinded_relative,사랑하는 이의 눈을 멀게 함
opinion_mind.bribe_me,나에게 뇌물을 줌
opinion_mind.chitchat,잡담
opinion_mind.close_relative,가까운 친척
opinion_mind.convicted_of_adultery,파트너의 배신
opinion_mind.coward,겁쟁이
opinion_mind.criminal,범죄에 관여
opinion_mind.deep_talk,깊은 대화를 나눴음
opinion_mind.drunk_fight,취중 싸움
opinion_mind.beat_me,나를 때림
opinion_mind.envy_happy,너무 행복해!
opinion_mind.envy_runes,신성 반지 질투
opinion_mind.envy_for_babys,자손 질투
opinion_mind.envy_for_victory,승리 질투
opinion_mind.evil_joke,나를 조롱했어!
opinion_mind.ex_paramour,이전 파트너
opinion_mind.executed_relative,사랑하는 이를 처형함
opinion_mind.punished_me,나를 처벌했어!
opinion_mind.flattery,나에게 아첨했음
opinion_mind.flirt,다가오는 데이트
opinion_mind.game_of_dice_loose,주사위 게임에서 나를 이겼어!
opinion_mind.gift,나에게 선물함
opinion_mind.good_commander,성공적인 지휘관
opinion_mind.good_joke,함께 한껏 웃었어!
opinion_mind.king_gift,나에게 하사품을 내림
opinion_mind.heir_envy,왕좌에 대한 욕망
opinion_mind.hunt_together,같이 사냥함
opinion_mind.intrigue,더러운 소문
opinion_mind.sorry,사과함
opinion_mind.jealousy,경쟁자!
opinion_mind.love,그에게 완전 빠졌어!
opinion_mind.negative_rumor_1,야식을 먹음
opinion_mind.negative_rumor_10,영원히 떠날 계획 중
opinion_mind.negative_rumor_11,성병에 시달리는 중
opinion_mind.negative_rumor_12,침대에 오줌을 쌈
opinion_mind.negative_rumor_13,쓰레기를 모음
opinion_mind.negative_rumor_14,비밀 무신론자
opinion_mind.negative_rumor_15,문 옆의 깔개에서 잠
opinion_mind.negative_rumor_16,비밀 방화광
opinion_mind.negative_rumor_17,거의 목욕을 안 함
opinion_mind.negative_rumor_18,항상 남은 음식을 다 먹음
opinion_mind.negative_rumor_19,밤에 나체로 걸어 다님
opinion_mind.negative_rumor_2,코를 팜
opinion_mind.negative_rumor_20,악령에게 사로잡힘
opinion_mind.negative_rumor_21,그루터기를 숭배함
opinion_mind.negative_rumor_22,성행위를 할 수 없음
opinion_mind.negative_rumor_23,겨드랑이를 긁음
opinion_mind.negative_rumor_24,벌레를 먹음
opinion_mind.negative_rumor_25,밤에 비명을 지름
opinion_mind.negative_rumor_3,시종을 훔쳐봄
opinion_mind.negative_rumor_4,방귀를 뀜
opinion_mind.negative_rumor_6,과음함
opinion_mind.negative_rumor_7,사람들 뒤에서 험담함
opinion_mind.negative_rumor_8,식기를 훔침
opinion_mind.negative_rumor_9,탈모 진행 중
opinion_mind.night_murder,잔인한 살인마
opinion_mind.other_relatives,다른 친척
opinion_mind.paramour,영혼의 짝
opinion_mind.paranoid_hate,편집증적 증오
opinion_mind.personality_arrogant,가난을 경멸
opinion_mind.personality_contradictory_hate,설명되지 않는 증오
opinion_mind.personality_contradictory_love,설명되지 않는 사랑
opinion_mind.personality_mismatch,불쾌한 성격
opinion_mind.personality_mismatch_heavy,극도로 불쾌한 성격
opinion_mind.positive_rumor_1,남몰래 시를 씀
opinion_mind.positive_rumor_10,비밀 낭만파
opinion_mind.positive_rumor_11,과거를 후회함
opinion_mind.positive_rumor_12,죽은 사람이 보임
opinion_mind.positive_rumor_13,말기 환자
opinion_mind.positive_rumor_15,아이들을 좋아함
opinion_mind.positive_rumor_16,애완 쥐를 키움
opinion_mind.positive_rumor_17,최면 능력이 있음
opinion_mind.positive_rumor_18,남몰래 짝사랑 중
opinion_mind.positive_rumor_2,침대에서 다정함
opinion_mind.positive_rumor_3,숨겨진 우울증
opinion_mind.positive_rumor_4,죄책감에 시달림
opinion_mind.positive_rumor_5,꽃을 심음
opinion_mind.positive_rumor_6,나는 법을 배우는 꿈을 꿈
opinion_mind.positive_rumor_7,벨트 버클을 수집함
opinion_mind.positive_rumor_8,남몰래 환자를 도움
opinion_mind.positive_rumor_9,하룻밤에 다섯 번 가능
opinion_mind.pretender_envy,후계자 질투
opinion_mind.refuse_flirt,데이트를 거부함
opinion_mind.refuse_flirt_full,날 거부하다니! 어떻게 감히!
opinion_mind.reward_me,나에게 보상함
opinion_mind.sex,같이 밤을 보냈어!
opinion_mind.shame_relative,사랑하는 이를 망신 줌
opinion_mind.slight,나를 망신 줌
opinion_mind.spouse,배우자
opinion_mind.suspicion_of_adultery,외도 의심
opinion_mind.try_to_kill_me,날 죽이려고 했어!
opinion_mind.manners_good,예의 바름
opinion_mind.manners_too_high,너무 예의 바름
opinion_mind.manners_too_low,무례한 농민
opinion_mind.pregnancy_father,내 아이의 아버지
opinion_mind.pregnancy_mother,내 아이의 어머니
opinion_mind.dummy_bastard,농민의 사생아
opinion_mind.lord_bastard,영주의 사생아
opinion_mind.child,내 아이
opinion_mind.parent,내 부모
opinion_mind.rescued_from_captivity,포로가 된 날 구해줬어!
opinion_mind.speeping_with_my_partner,내 파트너와 동침했어!
opinion_mind.uncle,삼촌/고모/이모
opinion_mind.nephew,남자 조카/여자 조카
opinion_mind.brother,남자 형제/여자 형제
opinion_mind.related_marriage,결혼을 통한 관계
opinion_mind.returned_debt,빚을 갚음
opinion_mind.not_returned_debt,내 신뢰를 배신함
opinion_mind.not_returned_debt_neighbor,이웃에 진 빚을 갚지 않음
opinion_mind.player_paid_tribute,공물 납부함
opinion_mind.player_refuse_to_pay,지불을 거부함
opinion_mind.king_demand_pay,나에게 공물을 갈취해 감
opinion_mind.attacked_me,날 공격했음
opinion_mind.attack_neighbors,이웃을 공격함
opinion_mind.attack_traity,나에 대한 공격성
opinion_mind.attack_traity_neighbors,이웃에 대한 공격성
opinion_mind.attack_coward,결투에 나타나지 않음
opinion_mind.vassal,내 봉신
opinion_mind.senior,내 상관
opinion_mind.vassal_duty_did,봉신의 의무를 다함
opinion_mind.betrayal,나를 배신함
opinion_mind.betray_vassal_oath,봉신의 맹세를 깸
opinion_mind.king_bastard,사생아가 왕관을 쓰면 안 되지!
opinion_mind.king_woman,여자가 왕관을 쓰면 안 되지!
opinion_mind.greetings_me,나를 맞이함
opinion_mind.loot_my_village,내 마을을 약탈함
opinion_mind.friend_of_bandits,숲속 도적단과 협상함
opinion_mind.enemy_of_bandits,숲속 도적단을 처치함
opinion_mind.killed_wolves,늑대 무리를 처치함
opinion_mind.kicked_out,날 추방함
opinion_mind.take_title,내 작위를 박탈함
opinion_mind.kicked_out_my_lord,내 영주를 추방함
opinion_mind.discharge,관계 해소
opinion_mind.free_lord_terror,자유 영주에 대한 살해 기도
opinion_mind.my_teacher,내 교사
opinion_mind.dictator_habits,독재자 성향
opinion_mind.threatened_me,나를 위협했음
opinion_mind.crime_criminal_not_punished,처벌받지 않은 범죄자
opinion_mind.friend_of_my_child,아이의 친구
opinion_mind.best_friend_of_my_child,아이의 가장 친한 친구
opinion_mind.enemy_of_my_child,아이의 적
opinion_mind.worst_enemy_of_my_child,아이의 불구대천의 적
opinion_mind.friend_of_my_spouce,배우자의 친구
opinion_mind.best_friend_of_my_spouce,배우자의 가장 친한 친구
opinion_mind.enemy_of_my_spouce,배우자의 적
opinion_mind.worst_enemy_of_my_spouce,배우자의 불구대천의 적
opinion_mind.sex_with_other,사랑하는 사람이 다른 사람과 동침함
opinion_mind.caring_parent,돌보는 부모
opinion_mind.good_child,순종적인 자녀
opinion_mind.start_friend,옛 동맹
opinion_mind.start_sympathy,공감
opinion_mind.start_dislike,반감
opinion_mind.start_enemy,평생의 적
opinion_mind.too_smart,지나치게 똑똑함
opinion_mind.sinner,죄인(광신)
opinion_mind.was_punished,처벌받음
opinion_mind.trade_with_enemy,내 적과 거래함
opinion_mind.dont_kill_bandits,도적단 섬멸에 실패함
opinion_mind.kill_not_own_bandits,다른 사람 일에 참견함
opinion_mind.killed_my_friend,내 친구를 죽임
opinion_mind.killed_my_enemy,내 적을 죽임
opinion_mind.first_night_together,같이 보내는 첫 번째 밤
opinion_mind.loot_vassal_village,봉신의 마을을 약탈함
opinion_mind.trade_with_me,성공적인 거래
opinion_mind.victorious_generosity,승자의 아량
opinion_mind.knocked_up_my_daughter,내 딸을 임신시킴
opinion_mind.rebelled_against_kin,자기 왕에게 반역함
opinion_mind.traitors_slander,변절자의 중상모략
opinion_mind.not_control_own_bandits,자기들 도적단을 통제하지 않음
opinion_mind.unholly_hospitality,신성한 환대의 법칙을 어김
opinion_mind.demand_vassalage_to_me,나를 정복하려고 했음
opinion_mind.mind_kidnaper,납치범
opinion_mind.mind_kidnaper_neighbore,이웃의 영주를 납치함
opinion_mind.mind_assassinate,자객을 보냄
opinion_mind.mind_assassinate_neighbore,이웃에게 자객을 보냄
opinion_mind.dead_captive,인질이 사망함
opinion_mind.captive_hold,인질을 잡고 있음
opinion_mind.release_captive,인질을 석방했음
opinion_mind.captive_terror,인질을 고문함
opinion_mind.lord_rebellion_support_heir_to_heir,반란을 지원함
opinion_mind.lord_rebellion_support_king_to_heir,반란을 지원하지 않음
opinion_mind.lord_rebellion_support_heir_to_king,정당한 권력을 지원하지 않음
opinion_mind.lord_rebellion_support_king_to_king,정당한 권력을 지원함
opinion_mind.poaching_my_lords,내 영주를 포획함
opinion_mind.betrayed_home,자신의 고국을 배신함
opinion_mind.book_stealer,책을 훔쳤음
opinion_mind.gold_stealer,강도짓을 함
opinion_mind.refuse_light_vassals,봉신화 요구를 거부함
opinion_mind.showed_weakness,약점을 보였음
opinion_mind.guest_death_for_owners,가족의 수상한 죽음
opinion_mind.guest_death_for_opponents,손님의 수상한 죽음
opinion_mind.faceless,불경한 군단
opinion_mind.not_faceless,불경한 군단이 아님
opinion_mind.hate_males,남성 혐오
opinion_mind.hate_females,여성 혐오
opinion_mind.blissful,황홀
opinion_mind.saint,성스러움
opinion_mind.drug_addict,중독자
opinion_mind.coward,겁쟁이
opinion_mind.help_against_facelesse,불경한 군단 진압을 지원함
opinion_mind.tried_to_poison,독살 시도 중
opinion_mind.tried_to_poison_my_member,내 영주에 대한 독살 시도
opinion_mind.greedy,탐욕
opinion_mind.king_role_weaker_than_me,나보다 약함(카이덴)
opinion_mind.king_role_stronger_than_me,나보다 강함(카이덴)
opinion_mind.king_role_poorer_than_me,나보다 가난함(마카)
opinion_mind.king_role_reacher_than_me,나보다 부유함(마카)
opinion_mind.king_role_agnostic,불가지론자(타나야)
opinion_mind.king_role_fanatic,광신도(타나야)
opinion_mind.king_role_bandit_torelate,도적단을 용인(카이덴)
opinion_mind.king_role_fight_with_bandit,도적단과 싸움(카이덴)
opinion_mind.king_role_many_slaves,많은 수감자(반)
opinion_mind.king_role_no_slaves,수감자 없음(반)
opinion_mind.king_role_vassal,봉신(반)
opinion_mind.king_role_suzerain,종주(반)
opinion_mind.king_role_dumber_than_me,나보다 멍청함(마카)
opinion_mind.king_role_smarter_than_me,나보다 똑똑함(마카)
opinion_mind.women_king,왕좌에 오른 여성
opinion_mind.disinherited_me,나의 유산을 박탈함
opinion_mind.illigal_heir,사생아 후계자
opinion_mind.few_fanatics,광신도 부족
opinion_mind.few_churchs,사원 부족
opinion_mind.enough_fanatics,도시 내에 광신도 많음
opinion_mind.enough_churchs,충분한 수의 사원
opinion_mind.blissful,황홀
opinion_mind.provoke_duel,결투를 도발함
opinion_mind.provoke_duel_neighbore,이웃과의 결투를 도발함
opinion_mind.declare_peace,평화 조약
opinion_mind.trade_agreement,무역 협정
opinion_mind.cruel_ruler,믿을 수 없는 통치자
opinion_mind.bishop_frogivness,용서를 받음
opinion_mind.enemy_of_bandits_bishop,도적 진영을 파괴함
opinion_mind.pitty,동정심
opinion_mind.help_in_rescue,해방 지원
opinion_mind.lord_lowborn,낮은 신분
opinion_mind.matriarch_fanatic_mind,도시 내 광신도 수({percent})
opinion_mind.friend_lost_title,내 친구의 작위를 박탈
opinion_mind.bishop_opinion,주교의 평가
opinion_mind.defence_alliance_lost_soldier,지원군 손실
opinion_mind.defence_alliance_lost_lord,지원군 지휘관 패배
opinion_mind.defence_alliance_broken,깨진 동맹
opinion_mind.defence_alliance,나와 같은 동맹 소속
opinion_mind.defence_alliance_send_army,동맹을 지킴
opinion_mind.defence_alliance_broken_neighbore,동맹을 배신했음
opinion_mind.new_bishop,새 주교
opinion_mind.enemy_of_my_ally,동맹의 적
opinion_mind.ally_of_my_enemy,적의 동맹
opinion_mind.same_culture,같은 문화
opinion_mind.xenophobic_culture,혐오하는 문화
opinion_mind.slander_to_other_king,다른 왕에게 원한을 품었음
opinion_mind.slander_from_other_king,중상모략당함
opinion_mind.help_in_vassal_riot_to_vassal,독립 투쟁을 지원했음
opinion_mind.help_in_vassal_riot_to_sir,반란을 일으킨 봉신을 지원했음
opinion_mind.help_in_lords_family_attack_to_victim,도시 수비를 지원했음
opinion_mind.help_in_lords_family_attack_to_attacker,우리측 공격을 막는 것을 지원했음
opinion_mind.help_in_lords_family_destroy_to_victim,도시가 파괴되지 않게 지원했음
