Code,Indonesia
hint_ask_help_attack_aborted_result_letter_1,"~
Bahaya telah berlalu; musuh berubah pikiran dan memutuskan untuk tidak menyerang. Saya menghargai bantuanmu, tapi saya lega bahwa itu tidak diperlukan. Doa-doa kami telah dikabulkan!"
hint_ask_help_attack_aborted_result_letter_2,"~
Terima kasih atas bantuan yang kamu kirim. Namun, musuh ternyata lebih pengecut daripada kelinci dan berpikir ulang untuk memasuki pertempuran. Ini akan menjadi tawa besar ketika semua orang mendengarnya!
"
hint_church_good_opinion_against_faceless,"~
$ Matriark menyetujui bantuan melawan Horde: <green>{church_rel_im}</green>"
hint_church_good_opinion_tanaya,"~
$ Matriark menyetujui bantuan <hint=hint_support_tanaya>yang diberikan kepada Tanaya</hint>: <green>{church_rel_im}</green>"
hint_church_bad_opinion_makha,"~
$ Matriark <hint=hint_not_support_mahka>tidak akan menyetujui bantuan Anda</hint>: <red>{church_rel_de}</red>"
hint_ALLIES,"~
Daftar sekutu Raja:
{list_of_defence_allies}"
hint_CHURCH_PLUS,"~
Keluarga Penuh Kasih dan Matriark mendukung raja ini.

$ Hubungan dengan Matriark: <green>{church_im}</green>"
hint_CHURCH_MINUS,"~
Keluarga Penuh Kasih dan Matriark tidak mendukung raja ini.

$ Hubungan dengan Matriark: <red>{church_der}</red>"
hint_attack_enemy_army,"Serang
Anda akan mencoba mengejar dan menyerang pasukan ini.
{optional_stack}"
hint_event_king_help,"~
Raja {soul_uuid_king_1} dari {faction_uuid_1} telah mengirim <hint=hint_resource_gold>{sum}</hint> sebagai bantuan kepada Raja {soul_uuid_king_2} dari {faction_uuid_2} dalam perjuangan mereka melawan Unholy Horde."
hint_event_horde_won,"~
<red>Berita buruk</red>: Unholy Horde telah menangkap dan membakar kota {faction_uuid_1} - {soul_uuid_king} telah tewas, dan Rumah mereka telah dihancurkan."
hint_event_house_won,"~
Raja {soul_uuid_king_1} dari {faction_uuid_1} telah membakar kota dan menghancurkan Rumah Bangsawan {faction_uuid_2} sepenuhnya. {soul_uuid_king_2} dan keluarga mereka telah tewas."
hint_random_event_lord_dead_on_hunt,"~
Tuan {soul_uuid_target} dari {faction_uuid_target} telah meninggal saat berburu."
hint_random_event_lord_killed_by_lord,"~
Bangsawan {soul_uuid_target} dari {faction_uuid_target} telah dibunuh oleh {soul_uuid_member} dari {faction_uuid_member}."
hint_random_event_lord_executed,"~
Bangsawan {soul_uuid_target} dari {faction_uuid_target} telah dieksekusi."
hint_random_event_lord_dead_from_wounds,"~
Bangsawan {soul_uuid_target} dari {faction_uuid_target} telah meninggal karena luka."
hint_random_event_lord_blinded,"~
Bangsawan {soul_uuid_target} dari {faction_uuid_target} telah dibutakan."
hint_random_event_lord_was_expelled,"~
Bangsawan {soul_uuid_target} dari {faction_uuid_old} telah diasingkan dan bergabung dengan {faction_uuid_new}."
hint_random_event_lord_change_faction,"~
Bangsawan {soul_uuid_target} dari {faction_uuid_old} telah beralih ke rumah bangsawan {faction_uuid_new}."
hint_random_event_kings_friends,"~
Raja {soul_uuid_king_1} dari {faction_uuid_1} telah berteman dengan Raja {soul_uuid_king_2} dari {faction_uuid_2}."
hint_random_event_kings_abuse,"~
Raja {soul_uuid_king_1} dari {faction_uuid_1} telah bertengkar dengan Raja {soul_uuid_king_2} dari {faction_uuid_2}."
hint_random_event_rebellion,"~
Sebuah pemberontakan telah terjadi di {faction_uuid}. {dead_lords_stack} telah binasa."
hint_random_event_death_during_childbirth,"~
Bangsawan {soul_uuid_target} dari {faction_uuid} telah meninggal saat melahirkan."
hint_event_new_vassal,"~
{faction_uuid_1} telah menjadi vasal Raja {soul_uuid_king_2} dari {faction_uuid_2}."
hint_event_other_town_has_been_attacked_success,"~
Ibu kota {faction_uuid_target} telah berhasil diserang oleh pasukan {faction_uuid_attacker}."
hint_event_other_town_has_been_attacked_fail,"~
Ibu kota {faction_uuid_target} gagal diserang oleh pasukan {faction_uuid_attacker}."
hint_event_other_village_has_been_attacked,"~
Desa {faction_uuid_target} telah dibakar habis oleh pasukan {faction_uuid_attacker}."
hint_event_bandit_camp_was_attack_success,"~
Kamp perampok di wilayah {faction_uuid_bandit_area} telah dihancurkan oleh pasukan {faction_uuid_attacker}."
hint_event_bandit_camp_was_attack_fail,"~
Kamp perampok di wilayah {faction_uuid_bandit_area} gagal diserang oleh pasukan {faction_uuid_attacker}."
hint_event_alliance_against_agressor,"~
Raja {soul_uuid_king_1} dari {faction_uuid_1} telah bergabung dengan aliansi kota-kota bebas yang dipimpin oleh {soul_uuid_king_2} dari {faction_uuid_2}, menghadapi ancaman dari {faction_uuid_3}."
hint_event_many_vassals,"~
Raja {soul_uuid_king} dari {faction_uuid} telah menundukkan vasal ketiga!"
hint_possible_helper_line,"~
$ {soul_uuid_king} dari {faction_uuid}"
hint_possible_helpers_enemies,"Musuh
Ada kemungkinan ia akan ikut serta dalam konflik melawan musuhnya."
hint_possible_helpers_allies,"Sekutu
Sekutu diwajibkan untuk membantu dalam kasus ancaman militer. Tetapi jika mereka menjadi takut, kontrak aliansi mereka akan diakhiri, dan hubungan akan rusak."
hint_possible_helpers_enemies_to_ai_header,"~
<hint=hint_possible_helpers_enemies>Mungkin</hint> {soul_uuid_king} akan membantu:"
hint_possible_helpers_allies_to_ai_header,"~
<hint=hint_possible_helpers_allies>Paling Mungkin</hint> {soul_uuid_king} akan membantu:"
hint_possible_helpers_enemies_to_player_header,"~
<hint=hint_possible_helpers_enemies>Mungkin</hint> kamu akan menerima bantuan:"
hint_possible_helpers_allies_to_player_header,"~
Pasti mereka akan membantumu:"
hint_support_by_church_success,"~
$ Matriark menyetujui tindakanmu dalam situasi ini. Hubungan: {church_improve}"
hint_support_by_church_fail,"~
$ Matriark tidak menyetujui tindakanmu dalam situasi ini. Hubungan: {church_der}"
hint_marriage_female_description,"[hint_DESCRIPTION]
{soul_uuid_female} telah mencapai usia pernikahan dan menunggu lamaran dari pelamar bangsawan.

$ Mahar pengantin sebesar <hint=hint_resource_gold>{bride_price}</hint> diminta untuk pengantin perempuan.
$ Hubunganmu dengan Rumah ini akan menjadi keluarga."
hint_marriage_female_proposal,"{name}
{soul_uuid_female} telah mencapai usia pernikahan dan menunggu lamaran dari pelamar bangsawan.
Dia akan menjadi istri salah satu tuan laki-lakimu.

$ Rumah bangsawan pengantin perempuan akan menerima <hint=hint_resource_gold>{bride_price}</hint>.
$ Hubungan antara raja pengantin perempuan dan rajamu akan meningkat sebesar <green>{rel_improve}</green>.
$ <b>Pengantin perempuan akan tinggal bersama suaminya di kotamu</b>.
"
hint_marriage_female_proposal_success,"~
{soul_uuid_female} telah menjadi istri {soul_uuid_groom} dan segera akan tiba di kotamu.

$ Hubungan antara raja pengantin perempuan dan rajamu telah meningkat sebesar <green>{rel_improve}</green>."
hint_marriage_female_letter_1,"~
Seberapa gembiranya aku atas persatuan ini! Ikatan kerabat selalu lebih kokoh daripada batu, dan persahabatan antara kerajaan kita akan menjadi sama kuatnya, ini pasti. Aku mendoakan segala berkah bagimu dan dengan antusias menantikan reuni kita yang segera!"
hint_marriage_female_letter_2,"~
Aku menulis untuk menyampaikan ucapan terima kasih yang tulus atas perlindunganmu terhadap putri kami. Aku harap, pada waktunya, lonceng-lonceng akan berdentang merayakan kelahiran anak sulung."
hint_marriage_female_letter_3,"~
Meskipun rasa sakit kami mendalam saat berpisah dengan orang yang dicinta, kegembiraan persatuan ini telah sepenuhnya menyembuhkannya. Aku yakin bahwa kerajaan kita akan hidup dalam harmoni."
hint_marriage_female_letter_4,"~
Aku sangat gembira dengan persatuan keturunan kita; ikatan kerabat memang lebih kuat daripada ikatan persahabatan. Aku sadar bahwa pengantin perempuan tidak memiliki kecantikan yang luar biasa, dan sifatnya bukan malaikat, tapi kesehatannya, tanpa ragu, dalam kondisi yang prima!"
hint_marriage_female_letter_5,"~
Oh, betapa dia sangat menginginkan untuk menikah, sulit istirahat di malam hari, dan kami sangat senang bahwa itu akhirnya terjadi. Aku percaya persatuan ini akan membawa bagi kita berdua bukan hanya pewaris, tapi juga kemakmuran yang mekar bagi rumah tangga kita!"
hint_marriage_male_description,"[hint_DESCRIPTION]
{soul_uuid_male} kini telah mencapai usia pernikahan dan menunggu lamaran dari mempelai bangsawan perempuan.

$ Secara tradisional, mas kawin yang ditawarkan tergantung pada kekuatan Rumah bangsawan miliknya. Dalam kasusmu, itu berjumlah <hint=hint_resource_gold>{bride_price}</hint>.
$ Hubunganmu akan meningkat sebesar <green>{rel_improve}</green>
{optional_last_female_faction}"
hint_marriage_male_proposal,"{name}
{soul_uuid_male} kini telah mencapai usia pernikahan dan menunggu lamaran dari mempelai bangsawan perempuan.
Dia akan menjadi suami dari salah satu penguasa perempuanmu.

$ Kau akan menerima <hint=hint_resource_gold>{bride_price}</hint>.
$ Hubungan antara Raja pengantin pria dan kau akan meningkat sebesar <green>{rel_improve}</green>.
$ <b>Pengantin perempuan akan meninggalkan kotamu dan menetap di kota suaminya</b>.
$ Hubunganmu akan meningkat sebesar <green>{rel_improve}</green>
{optional_last_female_faction}"
hint_marriage_male_proposal_success,"~
{soul_uuid_bride} telah tiba di kota pengantin prianya, {soul_uuid_male}, dan upacara pernikahan telah dilakukan.

$ Hubungan antara raja pengantin pria dan rajamu telah meningkat sebesar <green>{rel_improve}</green>."
hint_marriage_male_proposal_success_letter_1,"~
Aku yakin bahwa pernikahan ini akan menandai dimulainya persahabatan abadi kita. Segala sesuatu begitu tidak pasti di zaman kita, dengan perang dan bencana yang melimpah. Hanya dengan bersatu kita bisa bertahan melawan tantangan-tantangan ini."
hint_marriage_male_proposal_success_letter_2,"~
Aku segera menyampaikan rasa terima kasihku kepadamu! Putri mudamu adalah bangsawan dan memiliki sifat yang baik hati. Aku jamin bahwa di rumah kami dia tidak akan mengalami kesulitan atau penghinaan, tapi hanya rasa hormat dan perawatan."
hint_marriage_male_proposal_success_letter_3,"~
Merupakan suatu kehormatan besar bagi kami untuk menjadi kerabat dengan keluarga Anda. Semoga langit dan bumi memberkati persatuan ini. Dia saat ini merasa rindu pada rumahnya, tapi saya yakin dia akan segera beradaptasi. Saya berjanji bahwa kami akan merawatnya dengan baik."
hint_marriage_male_proposal_success_letter_4,"~
Hati saya dipenuhi kegembiraan semata atas pemikiran tentang persatuan ini; putri muda Anda luar biasa dalam segala hal, meskipun dia cukup emosional! Kutukan berkah teruntuk Anda."
hint_king_tribute_100_description,"[hint_DESCRIPTION]
{soul_uuid_king} menganggap pasukan Anda sangat <hint=hint_army_power>lemah</hint> dan menyarankan agar Anda berkontribusi pada keamanan wilayah dengan menyediakan dana.

$ Anda diwajibkan untuk memberikan {soul_uuid_king} <hint=hint_resource_gold>{tribute_money}</hint>.
$ Jika Anda gagal melakukannya, hubungan Anda akan memburuk sebesar <red>{rel_de}</red> dalam 2 hari.

[hint_SENDER]"
hint_king_tribute_100,"Kirim emas
$ {soul_uuid_king} akan menerima <hint=hint_resource_gold>{tribute_money}</hint>.
$ Hubungan Anda akan meningkat sebesar <green>{rel_imp}</green>."
hint_king_tribute_100_success,"~
$ Anda telah membayar {soul_uuid_king} <hint=hint_resource_gold>{tribute_money}</hint>.
$ Hubungan Anda telah meningkat sebesar <green>{rel_imp}</green>."
hint_king_tribute_100_ignore,"~
$ Anda memilih untuk tidak membayar {soul_uuid_king}, yang telah menyinggungnya.
$ Hubungan Anda telah memburuk sebesar <red>{rel_de}</red>."
hint_king_tribute_100_success_letter_1,"~
Terima kasih atas emas yang telah Anda kirim! Saya sangat senang ketika diberikan tanpa syarat apa pun. Orang bodoh adalah yang menempatkan keserakahan di atas kekalahannya sendiri."
hint_king_tribute_100_success_letter_2,"~
Saya berterima kasih atas ketaatan Anda! Sungguh menenangkan mengetahui bahwa di dunia kita, rasa hormat terhadap kekuatan masih mendominasi. Jangan malu untuk membungkukkan lutut ketika diperlukan."
hint_king_tribute_100_ignore_letter_1,"~
Keheningan Anda berbicara lebih lantang daripada kata-kata apa pun. Saya harap dari sekutu Anda, Anda akan menerima respons yang berbeda ketika Anda perlu mencari bantuan mereka dalam waktu dekat!"
hint_king_tribute_100_ignore_letter_2,"~
Mengabaikan permintaan sah saya hanya akan membuat Anda menjadi musuh saya atau orang bodoh. Mana yang Anda inginkan?"
hint_king_tribute_description,"[hint_DESCRIPTION]
{soul_uuid_king} menganggap pasukan Anda <hint=hint_army_power>payah</hint> dan percaya bahwa ia dapat menggunakan uang Anda dengan lebih baik. Jika Anda menolak, ia siap menunjukkan kepada Anda apa itu kekuatan sesungguhnya.

$ Anda diwajibkan memberikan {soul_uuid_king} <hint=hint_resource_gold>{tribute_money}</hint>.
$ Jika Anda gagal melakukannya, hubungan Anda akan memburuk sebesar <red>{rel_de}</red> dalam 2 hari, dan {soul_uuid_king} akan <red>menyerang kota Anda</red>.
{optional_possible_helpers}

[hint_SENDER]"
hint_king_tribute,"Kirim emas
$ {soul_uuid_king} akan menerima <hint=hint_resource_gold>{tribute_money}</hint>.
$ Hubungan Anda akan membaik sebesar <green>{rel_imp}</green>."
hint_king_tribute_success,"~
$ Anda telah membayar {soul_uuid_king} <hint=hint_resource_gold>{tribute_money}</hint>.
$ Hubungan Anda telah membaik sebesar <green>{rel_imp}</green>."
hint_king_tribute_ignore_battle,"~
Anda tidak membayar {soul_uuid_king}, yang menyinggungnya.

$ Hubungan Anda telah memburuk sebesar <red>{rel_de}</red>.
$ {soul_uuid_king} mengumpulkan pasukan dan berbaris ke kota Anda untuk merampoknya."
hint_king_tribute_ignore_coward,"~
Anda tidak membayar {soul_uuid_king}, yang menyinggungnya.

$ Hubungan Anda telah memburuk sebesar <red>{rel_de}</red>.
$ {soul_uuid_king} telah menilai peluangnya dengan tenang dan tidak akan menyerang Anda. Untuk saat ini tidak."
hint_king_tribute_success_letter_1,"~
Myrnka adalah orang yang pasukannya lebih lemah daripada bayi, tapi lebih rendah lagi adalah yang perbendaharaannya kosong pula. Bersyukurlah bahwa Anda bukan yang terakhir. Saya harap Anda akan terus membayar saya tepat waktu di masa depan."
hint_king_tribute_success_letter_2,"~
Jelas bagi semua bahwa pelatihan dan pemeliharaan pasukan pemberani bukanlah prioritas dalam kepemimpinan Anda. Namun, yang lemah sering kali memiliki kesempatan untuk mengkompensasi kelalaian ini dengan kekayaan. Saya harap di masa depan, Holy Sophia akan memihak dompet Anda."
hint_king_tribute_ignore_letter_coward_1,"~
Kebodohan Anda mendekati kegilaan jika Anda percaya saya akan mengabaikan kegagalan Anda membayar upeti. Itu uang saya, dan saya akan datang mengumpulkannya ketika saya anggap pantas."
hint_king_tribute_ignore_letter_coward_2,"~
Anda mungkin terbiasa berurusan dengan penguasa pengecut seperti Anda, yang takut konflik dan lambat menegakkan syarat perjanjian mereka. Tapi saya akan membuat Anda membayar upeti. Saat ini, urusan lebih penting menunggu saya, tapi saya akan datang untuk emas saya. Saya janji!"
hint_king_tribute_ignore_letter_battle_1,"~
Upeti saya tidak memberatkan bagi mereka yang memerintah kerajaan mereka dengan bijak. Tapi sepertinya Anda tidak bisa mengelola atau, lebih buruk lagi, Anda berusaha menipu saya. Satu-satunya jalan yang tersisa bagi saya adalah menggunakan kekuatan saya untuk merebut kembali apa yang memang menjadi milik saya. Siapkan diri untuk pertempuran!"
hint_king_tribute_ignore_letter_battle_2,"~
Sepertinya Anda tidak menghargai nyawa rakyat Anda; jika tidak, Anda akan membayar upeti kepada saya. Baiklah, jika itulah pilihan Anda, saya datang!"
hint_demand_change_relations_complete,"~
$ Hubungan Anda telah memburuk sebesar <red>{demand_tribute_rel_de}</red>."
hint_demand_change_relations,"~
Bagaimanapun, ini adalah tindakan agresif:
$ Hubungan dengan {soul_uuid_king}: <red>{demand_tribute_rel_de}</red> dan Anda mungkin menjadi <hint=hint_faction_relations_enemy>musuh</hint>."
hint_demand_tribute,"Minta upeti dengan sopan
Beritahu {soul_uuid_king} bahwa Anda mengharapkan dari mereka <hint=hint_resource_gold>{tribute_money}</hint> sebagai imbalan atas hubungan baik Anda.

{optional_change_relations_with_owner}
{optional_holy_defence_will_removed}

[hint_SENDER]
{optional_duty_of_honor}"
hint_demand_tribute_success,"~
$ {soul_uuid_king} tersinggung, tapi mengirim <hint=hint_resource_gold>{tribute_money}</hint>.
{optional_changed_relations_with_owner}
{optional_holy_defence_will_removed}
{optional_duty_of_honor_complete}"
hint_demand_tribute_fail,"~
$ {soul_uuid_king} menjawab bahwa tuntutan Anda sangat menyinggung.
$ Hubungan Anda telah memburuk menjadi <red>{demand_tribute_rel_de}</red>.
{optional_holy_defence_will_removed}"
hint_demand_tribute_success_letter_1,"~
Hanya orang jahat yang mengambil segalanya, meninggalkan anak-anak dan lansia tanpa roti. Tapi nasib seperti tulang yang dilemparkan oleh Ibu Suci. Hari akan datang ketika Anda kehilangan segalanya, dan mereka akan mengucapkan selamat atas kemenangan saya!"
hint_demand_tribute_success_letter_2,"~
Memperkecil nilai tetangga membawa sedikit manfaat, dan Anda mungkin belum menyadarinya sekarang. Tapi ingatan saya tidak pernah menghapus penghinaan, dan membalas dendam pada orang sepertimu memberi saya kesenangan murni."
hint_demand_tribute_fail_letter_1,"~
Apakah Anda pikir Anda bisa mengintimidasi saya? Naik tahta saya bukan kecelakaan, tidak seperti milik Anda. Mari, coba ambil Emas saya!"
hint_demand_tribute_fail_letter_2,"~
Dalam mimpi Anda, Anda mendengar bunyi denting koin - bangunlah! Satu-satunya yang akan Anda lihat di dunia nyata adalah Pedang saya, hai pengecut hina!"
hint_assault_fair,"Ancaman Penjarahan
Tantang musuh dan klaim hak atas seluruh perbendaharaan mereka. Jika mereka menolak membayar dalam dua hari, Anda akan memiliki hak untuk menjarah kota dan merebut perbendaharaan dengan kekerasan.

Karena Anda berada dalam <hint=hint_faction_relations_enemy>permusuhan</hint> dengan raja pemukiman ini, serangan semacam itu akan dilihat dengan tenang oleh para tetangga.

$ Kemungkinan Penjarahan: <hint=hint_resource_gold>{town_money}</hint>
$ Hubungan dengan {soul_uuid_king}: <red>{assault_fair_rel_de}</red>
{optional_attack_on_vassal_or_ally}
{optional_possible_helpers_against_player}
{optional_holy_defence_will_removed}

[hint_SENDER]"
hint_assault_success,"~
$ {soul_uuid_king} tersinggung tapi mengirim <hint=hint_resource_gold>{tribute_money}</hint>.
{optional_attack_on_vassal_or_ally}"
hint_assault_fail,"~
$ {soul_uuid_king} tersinggung.
$ Dia juga menolak upaya Anda untuk mendominasi dan siap menghadapi pengepungan.
{optional_attack_on_vassal_or_ally}

Sekarang Anda bisa menyerang kotanya dengan tujuan penjarahan.
{optional_possible_helpers_against_player}"
hint_assault_fair_success_letter_1,"~
Kau telah membuatku tak punya pilihan. Ambil semua emas itu, tapi ingat: aku hanya akan temukan kedamaian ketika kotamu berubah menjadi abu. Dan percayalah, aku akan temukan mereka yang akan bantu aku mewujudkannya."
hint_assault_fair_success_letter_2,"~
Baiklah, ambil semua yang kumiliki. Aku memilih untuk tidak menumpahkan darah rakyatku, tidak seperti kau. Meski apa yang telah terjadi, aku masih berharap suatu saat kau akan pahami bahwa perdagangan damai jauh lebih menguntungkan daripada kekerasan."
hint_assault_fail_letter_1,"~
Kau bukan yang pertama mencoba menjarah kotaku, dan kemungkinan bukan yang terakhir. Tapi karena kau telah pilih jalan penghinaan dan kekalahan, aku tak punya pilihan selain menunggu kedatanganmu. Mari kita akhiri ini!"
hint_assault_fail_letter_2,"~
Kau tak akan dapat apa-apa! Lebih baik kubakar kotaku daripada biarkan anak haram dari pelacur merampas milikku!"
hint_assault_asnwer_waiting_description,"Menunggu Tanggapan
{soul_uuid_king} sedang merenungkan ancaman penjarahanmu.

Dia akan merespons segera.
{optional_possible_helpers_against_player}"
hint_demand_assault_attack_description,"Menunggu Serangan
{soul_uuid_king} menanti serangan pasukanmu ke kotanya setelah menolak pemerasanmu.

$ Jika kau tidak muncul untuk serangan dalam <b>dua hari</b>, kau akan dianggap pengecut.
{optional_holy_defence_will_removed}"
hint_demand_assault_attack,"Serangan
$ Jika kau tidak muncul untuk serangan dalam <b>dua hari</b>, kau akan dianggap pengecut."
hint_demand_assault_attack_success,"~
Setelah serangan yang berhasil, {soul_uuid_king} menderita kekalahan, dan kotanya dirampok sebesar <hint=hint_resource_gold>{tribute_money}</hint>.

Pasukanmu kembali pulang sebagai pemenang beserta rampasannya."
hint_demand_assault_attack_fail,"~
Kau kalah dalam pertempuran, dan {soul_uuid_king} membuktikan bahwa kau tidak mampu menghadapi tantangan itu."
hint_demand_assault_attack_timeover,"~
Kau tidak muncul untuk serangan itu, dan sekarang rajamu akan dianggap sebagai pengecut.

$ Hubungan dengan tetangga dan {soul_uuid_king}: <red>{rel_coward}</red>."
hint_demand_assault_attack_success_letter_1,"~
Keberanian menuntut rasa hormat, dan kau bertarung dengan gagah berani. Kau telah memperoleh kekagumanku tetapi bukan kehormatanku. Aku tahu bahwa kita akan bertemu lagi di medan perang, karena diingat sebagai yang kalah di antara rekan-rekanmu adalah sesuatu yang sangat berbahaya, dan kau juga sangat menyadarinya."
hint_demand_assault_attack_success_letter_2,"~
Kau telah menang, tapi itu karena keberuntungan yang berdiri di belakangmu, dan hanya itu yang membawamu kemenangan. Di hati, kau penakut, dan karena itu bukan ancaman. Biarkan aku mengumpulkan kekuatan, dan sebentar lagi kerajaanmu hanya akan menjadi kenangan, yang akan memudar seiring waktu."
hint_demand_assault_attack_fail_letter_1,"~
Apakah kau ingin mencicipi rasa kemenangan? Seperti menyeruput anggur dingin di hari yang terik! Pastikan, ini bukan kemenanganku yang pertama maupun terakhir atasmu, karena bagaimana seseorang bisa melewatkan kesempatan untuk menikmati anggur yang enak?"
hint_demand_assault_attack_fail_letter_2,"~
Kemenangan tidak menghangatkan hatiku seperti pemandangan mayat prajuritmu yang jatuh tanpa nyawa. Aku belum pernah melihat pasukan yang lebih pengecut. Taktik militermu pasti akan menginspirasi badut-badut kita; aku sangat yakin akan hal itu."
hint_demand_assault_attack_timeover_letter_1,"~
Aku merasa lebih berani lagi mengetahui bahwa aku dikelilingi oleh pengecut. Rumor tentang kepengecutanmu akan menyebar lebih cepat daripada gema di pegunungan!"
hint_demand_assault_attack_timeover_letter_2,"~
Kepengecutan adalah keburukan, dan kau, temanku, telah membuktikan dirimu lebih rusak daripada kebanyakan. Sungguh, aku tidak pernah mengharapkan ketakutan seperti itu darimu. Sungguh luar biasa dan aneh bahwa orang seperti kau memakai mahkota."
hint_assault_asnwer_waiting_fair,"Menunggu respons
{soul_uuid_king} sedang merenungkan ancaman penjarahanmu.

Dia akan merespons segera.

$ Hubungan dengan {soul_uuid_king}: <red>{assault_fair_rel_de}</red>
{optional_holy_defence_will_removed}"
hint_assault_asnwer_waiting_unfair,"Menunggu tanggapan
{soul_uuid_king} sedang mempertimbangkan ancaman perampokan Anda.

Dia akan merespons segera.

$ Hubungan dengan {soul_uuid_king}: <red>{assault_unfair_rel_de}</red>
$ Hubungan dengan tetangga: <red>{assault_unfair_rel_de_neigh}</red>
$ Hubungan dengan Matriark: <red>{assault_unfair_matriarch_rel_de}</red>
{optional_holy_defence_will_removed}"
hint_assault_unfair,"Ancaman perampokan
Tantang musuh dan klaim hak atas seluruh perbendaharaan mereka. Jika mereka menolak membayar dalam 2 hari, Anda akan memiliki hak untuk merampok kota dan merebut perbendaharaan dengan paksa.

Karena Anda TIDAK dalam <hint=hint_faction_relations_enemy>permusuhan</hint> dengan raja pemukiman ini, serangan seperti itu akan dianggap sebagai langkah <red>khianat</red>.

$ Perampokan mungkin: <hint=hint_resource_gold>{town_money}</hint>

$ Hubungan dengan {soul_uuid_king}: <red>{assault_unfair_rel_de}</red>
$ Hubungan dengan tetangga: <red>{assault_unfair_rel_de_neigh}</red>
$ Hubungan dengan Matriark: <red>{assault_unfair_matriarch_rel_de}</red>
{optional_attack_on_vassal_or_ally}
{optional_possible_helpers_against_player}
{optional_holy_defence_will_removed}

[hint_SENDER]"
hint_city_burn_ai,"[hint_DESCRIPTION]
{soul_uuid_king} percaya bahwa seluruh Rumah Anda harus dihapus dari muka bumi. Dia sedang mempersiapkan serangan untuk benar-benar menghancurkan keluarga bangsawan Anda dan membakar kota Anda.

$ Persiapan akan memakan waktu 2 hari."
hint_city_burn_ai_ready,"~
Persiapan selesai, dan {soul_uuid_king} sedang memulai kampanye.

Pertempuran akan segera terjadi di mana nasib keluarga bangsawan Anda akan diputuskan."
hint_city_burn_ai_success,"~
Anda berhasil menangkis serangan.

$ {soul_uuid_king} terkejut dengan keberanian Anda dan meningkatkan hubungan mereka dengan Anda sebesar <green>{king_im}</green>."
hint_city_burn_ai_success_letter_1,"~
Saya tidak bisa tidak mengagumi keberanian Anda; saya sangat menghargainya. Sudah cukup lama sejak saya bertemu dengan lawan yang layak, dan meskipun kalah, akan menjadi kehormatan untuk bertempur dengan Anda sekali lagi."
hint_city_burn_ai_success_letter_2,"~
Anda adalah prajurit pemberani, dan Anda bertarung dengan gagah! Pertarungan yang baik, bahkan ketika kalah, selalu menyenangkan jiwa."
hint_peace_conditions,"~
Syarat:  
$ Sekarang hubungan antara {soul_uuid_king} dan raja Anda: {current_relations}
$ Berdasarkan ini, perjanjian akan membebani Anda <hint=hint_resource_gold>{peace_offer_cost}</hint>"
hint_declared_peace_description,"Perjanjian Damai
{soul_uuid_king} dan Anda telah memasuki perjanjian damai suci.

$ Ini berarti bahwa selama periode ini, para pihak tidak boleh merampok desa, menyerang kota, atau memaksa satu sama lain menjadi bawahan.
$ Namun demikian, para penguasa akan dapat mengunjungi kota masing-masing, merencanakan intrik, dan terlibat dalam <hint=hint_action_shadow>perbuatan gelap</hint>.
$ Hubungan {soul_uuid_king} dengan Raja Anda: <green>{peace_king_im}</green>

<b>Ada {peace_day_remain} hari tersisa hingga akhir perjanjian.</b>"
hint_unavailable_peace_too_strong,"Tidak Tertarik
{soul_uuid_king} tidak merasa terancam oleh Anda atau tetangganya.

<b>PETUNJUK:</b> Dengan menggunakan aksi <b>Fitnah</b>, Anda dapat membuat tetangga Raja memusuhi dia (di bawah <red>-25</red>), membuatnya lebih mau bernegosiasi."
hint_peace_treaty,"Perjanjian Perdamaian  
Tandatangani perjanjian perdamaian selama {peace_duration} hari.

$ Ini berarti bahwa selama periode ini, para pihak tidak akan dapat merampok desa, menyerang kota, atau memaksa satu sama lain menjadi bawahan.  
$ Meskipun demikian, para penguasa akan dapat mengunjungi kota satu sama lain, bersekongkol, dan terlibat dalam <hint=hint_action_shadow>perbuatan gelap</hint>.
$ Hubungan {soul_uuid_king} dengan raja Anda: <green>{peace_king_im}</green>

{optional_peace_conditions}
[hint_ALLIES]

[hint_SENDER]
{optional_duty_of_honor}"
hint_peace_treaty_success,"Perjanjian perdamaian
{soul_uuid_king} dan Anda telah memasuki perjanjian perdamaian suci.

$ Ini berarti bahwa selama periode ini, para pihak tidak dapat merampok desa, menyerang kota, atau memaksa satu sama lain menjadi bawahan.
$ Meskipun demikian, para penguasa akan dapat mengunjungi kota satu sama lain, bersekongkol, dan terlibat dalam <hint=hint_action_shadow>perbuatan gelap</hint>.
$ Hubungan dengan {soul_uuid_king}: <green>{peace_king_im}</green>

<b>Ada {peace_day_remain} hari tersisa hingga akhir perjanjian.</b>
{optional_duty_of_honor_complete}"
hint_peace_treaty_finish,"Perjanjian perdamaian telah kedaluwarsa.
Sekarang Anda dan {soul_uuid_king} tidak lagi terikat oleh kewajiban timbal balik."
hint_peace_treaty_king_dead,"Perjanjian perdamaian akan dihentikan.
Alasan: Kematian salah satu penandatangan.

$ Anda dan {soul_uuid_king} tidak lagi terikat oleh kewajiban timbal balik."
hint_peace_treaty_success_letter_1,"~
Kesimpulan perjanjian perdamaian dengan Anda memang membawa saya kegembiraan. Hidup dalam harmoni dengan tetangga selalu menjadi cita-cita tulus saya."
